woorden,lettergrepen,aantal lettergrepen
plasmaspiegel,"['plas', 'ma', 'spie', 'gel']",4
attribuutje,"['at', 'tri', 'buut', 'je']",4
ontsteken,"['ont', 'ste', 'ken']",3
dwaalgasten,"['dwaal', 'gas', 'ten']",3
klantenbindingen,"['klan', 'ten', 'bin', 'din', 'gen']",5
inwoners,"['in', 'wo', 'ners']",3
gratificeren,"['gra', 'ti', 'fi', 'ce', 'ren']",5
berichtgevingen,"['be', 'richt', 'ge', 'vin', 'gen']",5
bedrieglijk,"['be', 'drieg', 'lijk']",3
verhypothekeren,"['ver', 'hy', 'po', 'the', 'ke', 'ren']",6
pronkziekst,"['pronk', 'ziekst']",2
elektroculturen,"['elek', 'tro', 'cul', 'tu', 'ren']",5
's nachts,"[""'s"", 'nachts']",2
opgedronken,"['op', 'ge', 'dron', 'ken']",4
gondel,"['gon', 'del']",2
autokenteken,"['au', 'to', 'ken', 'te', 'ken']",5
poolshoogte,"['pools', 'hoog', 'te']",3
fase,"['fa', 'se']",2
ontgroeid,"['ont', 'groeid']",2
kersrood,"['kers', 'rood']",2
luchtvochtigheid,"['lucht', 'voch', 'tig', 'heid']",4
idealiteit,"['ide', 'a', 'li', 'teit']",4
tafkak,"['taf', 'kak']",2
jaargangen,"['jaar', 'gan', 'gen']",3
flight,['flight'],1
slinken,"['slin', 'ken']",2
najaarsvlucht,"['na', 'jaars', 'vlucht']",3
tongetjes,"['ton', 'ge', 'tjes']",3
Wikibooks,"['Wi', 'ki', 'books']",3
grootakkoord,"['groot', 'ak', 'koord']",3
meierij,"['mei', 'e', 'rij']",3
betoverde,"['be', 'to', 'ver', 'de']",4
penthousejes,"['pent', 'house', 'jes']",3
handelsnaampje,"['han', 'dels', 'naam', 'pje']",4
Huasteeks,"['Hu', 'as', 'teeks']",3
moslimgroepen,"['mos', 'lim', 'groe', 'pen']",4
scharrelvarken,"['schar', 'rel', 'var', 'ken']",4
eropuit,"['er', 'op', 'uit']",3
duplicaat,"['du', 'pli', 'caat']",3
meerderheidsaandelen,"['meer', 'der', 'heids', 'aan', 'de', 'len']",6
balsemappel,"['bal', 'sem', 'ap', 'pel']",4
infatsoenlijk,"['in', 'fat', 'soen', 'lijk']",4
tandartsbehandeling,"['tand', 'arts', 'be', 'han', 'de', 'ling']",6
verdelinkje,"['ver', 'de', 'lin', 'kje']",4
stuitbenen,"['stuit', 'be', 'nen']",3
toppositie,"['top', 'po', 'si', 'tie']",4
omgekruld,"['om', 'ge', 'kruld']",3
fysiocratisme,"['fy', 'sio', 'cra', 'tis', 'me']",5
aasgierfondsen,"['aas', 'gier', 'fond', 'sen']",4
aangezicht,"['aan', 'ge', 'zicht']",3
blauwhelm,"['blauw', 'helm']",2
Joodse,"['Jood', 'se']",2
ontgold,"['ont', 'gold']",2
Werelderfgoedlijst,"['We', 'reld', 'erf', 'goed', 'lijst']",5
gemanierde,"['ge', 'ma', 'nier', 'de']",4
acceleratiepomp,"['ac', 'ce', 'le', 'ra', 'tie', 'pomp']",6
mijngang,"['mijn', 'gang']",2
toeroep,"['toe', 'roep']",2
zoenerig,"['zoe', 'ne', 'rig']",3
aanhangwagen,"['aan', 'hang', 'wa', 'gen']",4
staar,['staar'],1
voetbalcoachjes,"['voet', 'bal', 'coach', 'jes']",4
erop rekenen,"['er', 'op', 're', 'ke', 'nen']",5
lijnde,"['lijn', 'de']",2
browsers,"['brow', 'sers']",2
ros,['ros'],1
beerenburg,"['bee', 'ren', 'burg']",3
naspoelen,"['na', 'spoe', 'len']",3
kerkgangster,"['kerk', 'gang', 'ster']",3
leeractiviteit,"['leer', 'ac', 'ti', 'vi', 'teit']",5
aanblijven,"['aan', 'blij', 'ven']",3
xylofoon,"['xy', 'lo', 'foon']",3
filter,"['fil', 'ter']",2
zevenboom,"['ze', 'ven', 'boom']",3
frygisch,"['fry', 'gisch']",2
waring,"['wa', 'ring']",2
vreetbui,"['vreet', 'bui']",2
kalfsbiefstuk,"['kalfs', 'bief', 'stuk']",3
gesluierds,"['ge', 'slui', 'erds']",3
quantum,"['quan', 'tum']",2
Hagenaars,"['Ha', 'ge', 'naars']",3
vertraag,"['ver', 'traag']",2
wegstoven,"['weg', 'sto', 'ven']",3
alvleesklieren,"['al', 'vlees', 'klie', 'ren']",4
tussendoortje,"['tus', 'sen', 'door', 'tje']",4
meineed,"['mein', 'eed']",2
vloertegel,"['vloer', 'te', 'gel']",3
afrekenend,"['af', 're', 'ke', 'nend']",4
omslepen,"['om', 'sle', 'pen']",3
fiducie,"['fi', 'du', 'cie']",3
niknakje,"['nik', 'nak', 'je']",3
Exodus,"['Exo', 'dus']",2
informatiebureau,"['in', 'for', 'ma', 'tie', 'bu', 'reau']",6
rekensommen,"['re', 'ken', 'som', 'men']",4
kokosmatje,"['ko', 'kos', 'mat', 'je']",4
beoefende,"['be', 'oe', 'fen', 'de']",4
dagenlange,"['da', 'gen', 'lan', 'ge']",4
kwinkslagjes,"['kwink', 'slag', 'jes']",3
trawanten,"['tra', 'wan', 'ten']",3
weerwijze,"['weer', 'wij', 'ze']",3
gezoetvijld,"['ge', 'zoet', 'vijld']",3
seduisanter,"['se', 'dui', 'san', 'ter']",4
war,['war'],1
doorsmeren,"['door', 'sme', 'ren']",3
buren,"['bu', 'ren']",2
oliecrisis,"['olie', 'cri', 'sis']",3
maalteken,"['maal', 'te', 'ken']",3
immer,"['im', 'mer']",2
unheimlichers,"['un', 'heim', 'li', 'chers']",4
borstomvang,"['borst', 'om', 'vang']",3
kort gedingen,"['kort', 'ge', 'din', 'gen']",4
vertederender,"['ver', 'te', 'de', 'ren', 'der']",5
tonend,"['to', 'nend']",2
wijwater,"['wij', 'wa', 'ter']",3
testen,"['tes', 'ten']",2
frituren,"['fri', 'tu', 'ren']",3
bemande,"['be', 'man', 'de']",3
Kennisnet,"['Ken', 'nis', 'net']",3
eksteroog,"['ek', 'ster', 'oog']",3
onaantastbaarst,"['on', 'aan', 'tast', 'baarst']",4
aantreffend,"['aan', 'tref', 'fend']",3
kostuumfilms,"['kos', 'tuum', 'films']",3
zestighoek,"['zes', 'tig', 'hoek']",3
ploegen,"['ploe', 'gen']",2
huisdichtertje,"['huis', 'dich', 'ter', 'tje']",4
knuist,['knuist'],1
at,['at'],1
uiteendrijven,"['uit', 'een', 'drij', 'ven']",4
plok,['plok'],1
uiteenjoeg,"['uit', 'een', 'joeg']",3
brulkikker,"['brul', 'kik', 'ker']",3
anticonstitutioneler,"['an', 'ti', 'con', 'sti', 'tu', 'ti', 'o', 'ne', 'ler']",9
bedelman,"['be', 'del', 'man']",3
zuurkast,"['zuur', 'kast']",2
-aan,['-aan'],1
lachten af,"['lach', 'ten', 'af']",3
vechtsporten,"['vecht', 'spor', 'ten']",3
esthetische,"['es', 'the', 'ti', 'sche']",4
tegenstrijdigheid,"['te', 'gen', 'strij', 'dig', 'heid']",5
gedineerd,"['ge', 'di', 'neerd']",3
anabolisme,"['ana', 'bo', 'lis', 'me']",4
hufters,"['huf', 'ters']",2
corollaria,"['co', 'rol', 'la', 'ria']",4
cruisede,"['cruise', 'de']",2
flyer,"['fly', 'er']",2
Soendanees,"['Soen', 'da', 'nees']",3
technisch-wetenschappelijk,"['tech', 'nisch-we', 'ten', 'schap', 'pe', 'lijk']",6
bijbankjes,"['bij', 'bank', 'jes']",3
tsarina's,"['tsa', 'ri', ""na's""]",3
draadstripper,"['draad', 'strip', 'per']",3
minestrones,"['mi', 'nes', 'tro', 'nes']",4
welpomp,"['wel', 'pomp']",2
alge,"['al', 'ge']",2
steenarend,"['steen', 'arend']",2
isoseisten,"['iso', 'seis', 'ten']",3
detailleerde,"['de', 'tail', 'leer', 'de']",4
bobby's,"['bob', ""by's""]",2
avondmensjes,"['avond', 'mens', 'jes']",3
zwijnjak,"['zwijn', 'jak']",2
taekwondo,"['tae', 'kwon', 'do']",3
communisten,"['com', 'mu', 'nis', 'ten']",4
afgaan,"['af', 'gaan']",2
Oudfries,"['Oud', 'fries']",2
evidentie,"['evi', 'den', 'tie']",3
voortgaan,"['voort', 'gaan']",2
dovere,"['do', 've', 're']",3
wrongelen,"['wron', 'ge', 'len']",3
bospark,"['bos', 'park']",2
aborteurtjes,"['abor', 'teur', 'tjes']",3
blokgereden,"['blok', 'ge', 're', 'den']",4
aanbrengsten,"['aan', 'breng', 'sten']",3
bleekmiddeltje,"['bleek', 'mid', 'del', 'tje']",4
zwichten,"['zwich', 'ten']",2
verkleumen,"['ver', 'kleu', 'men']",3
klavermoe,"['kla', 'ver', 'moe']",3
bosolijf,"['bos', 'olijf']",2
kardoes,"['kar', 'does']",2
foutspanningen,"['fout', 'span', 'nin', 'gen']",4
garagestudio,"['ga', 'ra', 'ge', 'stu', 'dio']",5
bloednerveus,"['bloed', 'ner', 'veus']",3
graafnagel,"['graaf', 'na', 'gel']",3
attila,"['at', 'ti', 'la']",3
hare,"['ha', 're']",2
Canadese dollar,"['Ca', 'na', 'de', 'se', 'dol', 'lar']",6
zotskap,"['zots', 'kap']",2
bepleitend,"['be', 'plei', 'tend']",3
zog,['zog'],1
overheidsingrijpen,"['over', 'heids', 'in', 'grij', 'pen']",5
zwerfvuil,"['zwerf', 'vuil']",2
banklui,"['bank', 'lui']",2
handvat,"['hand', 'vat']",2
Francoprovençaals,"['Fran', 'co', 'pro', 'ven', 'çaals']",5
discretie,"['dis', 'cre', 'tie']",3
giropasje,"['gi', 'ro', 'pas', 'je']",4
Caribische Plaat,"['Ca', 'ri', 'bi', 'sche', 'Plaat']",5
dwingen,"['dwin', 'gen']",2
woningdiensten,"['wo', 'ning', 'dien', 'sten']",4
sinterklaasintocht,"['sin', 'ter', 'klaas', 'in', 'tocht']",5
zegelsnijder,"['ze', 'gel', 'snij', 'der']",4
zeemansleven,"['zee', 'mans', 'le', 'ven']",4
gezondheid,"['ge', 'zond', 'heid']",3
beruiken,"['be', 'rui', 'ken']",3
erbuiten,"['er', 'bui', 'ten']",3
granaatappel,"['gra', 'naat', 'ap', 'pel']",4
afragend,"['af', 'ra', 'gend']",3
stoomturbine,"['stoom', 'tur', 'bi', 'ne']",4
boemerang,"['boe', 'me', 'rang']",3
vloertje,"['vloer', 'tje']",2
kalm,['kalm'],1
vuilspuiterij,"['vuil', 'spui', 'te', 'rij']",4
jumelage,"['ju', 'me', 'la', 'ge']",4
uitwassen,"['uit', 'was', 'sen']",3
Farsi,"['Far', 'si']",2
stringentst,"['strin', 'gentst']",2
parkzijdes,"['park', 'zij', 'des']",3
wensput,"['wens', 'put']",2
limo,"['li', 'mo']",2
theekast,"['thee', 'kast']",2
inloggen,"['in', 'log', 'gen']",3
babietjes,"['ba', 'bie', 'tjes']",3
tekenschool,"['te', 'ken', 'school']",3
cultuurverschijnsels,"['cul', 'tuur', 'ver', 'schijn', 'sels']",5
excuseer,"['ex', 'cu', 'seer']",3
chronisch,"['chro', 'nisch']",2
faalgebieden,"['faal', 'ge', 'bie', 'den']",4
nimmer,"['nim', 'mer']",2
lentemaand,"['len', 'te', 'maand']",3
n,['n'],1
incalculerend,"['in', 'cal', 'cu', 'le', 'rend']",5
lichaamsbeweging,"['li', 'chaams', 'be', 'we', 'ging']",5
motie,"['mo', 'tie']",2
ziektekiem,"['ziek', 'te', 'kiem']",3
remonstrante,"['re', 'mon', 'stran', 'te']",4
menigeen,"['me', 'nig', 'een']",3
toddik,"['tod', 'dik']",2
appelflap,"['ap', 'pel', 'flap']",3
geintje,"['gein', 'tje']",2
gebeur,"['ge', 'beur']",2
Vanuatu,"['Va', 'nu', 'a', 'tu']",4
slachtmaand,"['slacht', 'maand']",2
conformerend,"['con', 'for', 'me', 'rend']",4
mamil,"['ma', 'mil']",2
sparappeltjes,"['spar', 'ap', 'pel', 'tjes']",4
meerijs,"['meer', 'ijs']",2
Taiwan,"['Tai', 'wan']",2
pectoralere,"['pec', 'to', 'ra', 'le', 're']",5
centralisatie,"['cen', 'tra', 'li', 'sa', 'tie']",5
Guinea,"['Gui', 'nea']",2
aansluitingspunt,"['aan', 'slui', 'tings', 'punt']",4
Macedonië,"['Ma', 'ce', 'do', 'nië']",4
aannemersbedrijf,"['aan', 'ne', 'mers', 'be', 'drijf']",5
zwoerdje,"['zwoerd', 'je']",2
reiniging,"['rei', 'ni', 'ging']",3
rookoverlast,"['rook', 'over', 'last']",3
bijvoerden,"['bij', 'voer', 'den']",3
sterfbed,"['sterf', 'bed']",2
aanveegt,"['aan', 'veegt']",2
vlasaardje,"['vlas', 'aard', 'je']",3
expertenpanels,"['ex', 'per', 'ten', 'pa', 'nels']",5
letters,"['let', 'ters']",2
rondvragen,"['rond', 'vra', 'gen']",3
rolpaal,"['rol', 'paal']",2
zangkoor,"['zang', 'koor']",2
opschepper,"['op', 'schep', 'per']",3
buikzwam,"['buik', 'zwam']",2
proefkonijntjes,"['proef', 'ko', 'nijn', 'tjes']",4
aandachtstrekkertjes,"['aan', 'dachts', 'trek', 'ker', 'tjes']",5
mailing,"['mai', 'ling']",2
Faiwol,"['Fai', 'wol']",2
eindelijk,"['ein', 'de', 'lijk']",3
grasdaken,"['gras', 'da', 'ken']",3
verlerend,"['ver', 'le', 'rend']",3
deadlines,"['dead', 'lines']",2
puntstuk,"['punt', 'stuk']",2
strijkplanken,"['strijk', 'plan', 'ken']",3
aller,"['al', 'ler']",2
sputteren,"['sput', 'te', 'ren']",3
Hottentots,"['Hot', 'ten', 'tots']",3
ippons,"['ip', 'pons']",2
waterpistolen,"['wa', 'ter', 'pis', 'to', 'len']",5
hieromtrent,"['hier', 'om', 'trent']",3
functiebeoordeling,"['func', 'tie', 'be', 'oor', 'de', 'ling']",6
geëxalteerd,"['ge', 'ëxal', 'teerd']",3
geraas,"['ge', 'raas']",2
paarsig,"['paar', 'sig']",2
Korea,"['Ko', 'rea']",2
roodkrijt,"['rood', 'krijt']",2
felle,"['fel', 'le']",2
oncoloog,"['on', 'co', 'loog']",3
soldeke,"['sol', 'de', 'ke']",3
linde,"['lin', 'de']",2
kinderopvangcentra,"['kin', 'der', 'op', 'vang', 'cen', 'tra']",6
technologischers,"['tech', 'no', 'lo', 'gi', 'schers']",5
conflictmineralen,"['con', 'flict', 'mi', 'ne', 'ra', 'len']",6
overkant,"['over', 'kant']",2
aankakken,"['aan', 'kak', 'ken']",3
zeventienhoek,"['ze', 'ven', 'tien', 'hoek']",4
lijkbidder,"['lijk', 'bid', 'der']",3
Djibouti,"['Dji', 'bou', 'ti']",3
degelijk,"['de', 'ge', 'lijk']",3
vermeldde,"['ver', 'meld', 'de']",3
seksartikel,"['seks', 'ar', 'ti', 'kel']",4
oblietjes,"['oblie', 'tjes']",2
autist,"['au', 'tist']",2
karvieltje,"['kar', 'viel', 'tje']",3
Amsterdammer,"['Am', 'ster', 'dam', 'mer']",4
psychodyslepticum,"['psy', 'cho', 'dys', 'lep', 'ti', 'cum']",6
X-benen,"['X-be', 'nen']",2
capuchon,"['ca', 'pu', 'chon']",3
curling,"['cur', 'ling']",2
flitten,"['flit', 'ten']",2
jeugdevenement,"['jeugd', 'eve', 'ne', 'ment']",4
krijg de rambam,"['krijg', 'de', 'ram', 'bam']",4
herbouwt,"['her', 'bouwt']",2
Brabant,"['Bra', 'bant']",2
wijnsteen,"['wijn', 'steen']",2
instorten,"['in', 'stor', 'ten']",3
zoukliefhebber,"['zouk', 'lief', 'heb', 'ber']",4
stratenplannetjes,"['stra', 'ten', 'plan', 'ne', 'tjes']",5
hoogtewerkers,"['hoog', 'te', 'wer', 'kers']",4
vruchtbaarheidsprobleem,"['vrucht', 'baar', 'heids', 'pro', 'bleem']",5
kuut,['kuut'],1
aansta,"['aan', 'sta']",2
grondexploitatie,"['grond', 'ex', 'ploi', 'ta', 'tie']",5
zoeklicht,"['zoek', 'licht']",2
mondstuk,"['mond', 'stuk']",2
bandenwissel,"['ban', 'den', 'wis', 'sel']",4
mits,['mits'],1
zoelte,"['zoel', 'te']",2
bekransend,"['be', 'kran', 'send']",3
gymjuffen,"['gym', 'juf', 'fen']",3
heterohuwelijken,"['he', 'te', 'ro', 'hu', 'we', 'lij', 'ken']",7
magneetschooltjes,"['mag', 'neet', 'school', 'tjes']",4
plachten,"['plach', 'ten']",2
gevellijst,"['ge', 'vel', 'lijst']",3
systeembank,"['sys', 'teem', 'bank']",3
rugpijnen,"['rug', 'pij', 'nen']",3
tulen,"['tu', 'len']",2
tandheugel,"['tand', 'heu', 'gel']",3
hengen,"['hen', 'gen']",2
Zenderen,"['Zen', 'de', 'ren']",3
huldeblijken,"['hul', 'de', 'blij', 'ken']",4
stinken,"['stin', 'ken']",2
arbeidsintensief,"['ar', 'beids', 'in', 'ten', 'sief']",5
haakneus,"['haak', 'neus']",2
klokte,"['klok', 'te']",2
idem dito,"['idem', 'di', 'to']",3
doorkruisen,"['door', 'krui', 'sen']",3
accoucheuses,"['ac', 'cou', 'cheu', 'ses']",4
stappende,"['stap', 'pen', 'de']",3
klapwieken,"['klap', 'wie', 'ken']",3
hexagram,"['hexa', 'gram']",2
rechterzij,"['rech', 'ter', 'zij']",3
luien,"['lui', 'en']",2
conatievers,"['co', 'na', 'tie', 'vers']",4
verminderd octaaf,"['ver', 'min', 'derd', 'oc', 'taaf']",5
aandeelhoudster,"['aan', 'deel', 'houd', 'ster']",4
homografen,"['ho', 'mo', 'gra', 'fen']",4
unisono,"['uni', 'so', 'no']",3
cirkelzaag,"['cir', 'kel', 'zaag']",3
horecabedrijf,"['ho', 're', 'ca', 'be', 'drijf']",5
vlotteren,"['vlot', 'te', 'ren']",3
zeeassurantie,"['zee', 'as', 'su', 'ran', 'tie']",5
sisser,"['sis', 'ser']",2
voetbalcoach,"['voet', 'bal', 'coach']",3
aartsengeltje,"['aarts', 'en', 'gel', 'tje']",4
gyroscoop,"['gy', 'ro', 'scoop']",3
dresseerplank,"['dres', 'seer', 'plank']",3
leeslust,"['lees', 'lust']",2
onbewezen,"['on', 'be', 'we', 'zen']",4
avondlijke,"['avond', 'lij', 'ke']",3
beurelen,"['beu', 're', 'len']",3
verenigingslokaaltje,"['ver', 'eni', 'gings', 'lo', 'kaal', 'tje']",6
variante,"['va', 'ri', 'an', 'te']",4
motechtst,"['mot', 'echtst']",2
penaal,"['pe', 'naal']",2
buitenlander,"['bui', 'ten', 'lan', 'der']",4
windsnelheid,"['wind', 'snel', 'heid']",3
losgehaakt,"['los', 'ge', 'haakt']",3
contratenor,"['con', 'tra', 'te', 'nor']",4
aanslibseltje,"['aan', 'slib', 'sel', 'tje']",4
deelstaat,"['deel', 'staat']",2
weeraal,"['weer', 'aal']",2
toxicoloog,"['toxi', 'co', 'loog']",3
omstaanders,"['om', 'staan', 'ders']",3
mat,['mat'],1
kettingaandrijving,"['ket', 'ting', 'aan', 'drij', 'ving']",5
vriesweer,"['vries', 'weer']",2
voorbandjes,"['voor', 'band', 'jes']",3
zwaarddans,"['zwaard', 'dans']",2
goeiemorgen,"['goeie', 'mor', 'gen']",3
rozenbottel,"['ro', 'zen', 'bot', 'tel']",4
jankerd,"['jan', 'kerd']",2
springlevende,"['spring', 'le', 'ven', 'de']",4
nattigst,"['nat', 'tigst']",2
herroepend,"['her', 'roe', 'pend']",3
zirkonium,"['zir', 'ko', 'ni', 'um']",4
strafproces,"['straf', 'pro', 'ces']",3
wasmachinetje,"['was', 'ma', 'chi', 'ne', 'tje']",5
verkiezen,"['ver', 'kie', 'zen']",3
gedolven,"['ge', 'dol', 'ven']",3
ontkoppelen,"['ont', 'kop', 'pe', 'len']",4
heugelijke,"['heu', 'ge', 'lij', 'ke']",4
kleinvee,"['klein', 'vee']",2
Maastrichtse,"['Maas', 'tricht', 'se']",3
neppil,"['nep', 'pil']",2
blaadje,"['blaad', 'je']",2
nachtkijkertje,"['nacht', 'kij', 'ker', 'tje']",4
soldijen,"['sol', 'dij', 'en']",3
megalomaan,"['me', 'ga', 'lo', 'maan']",4
betrouwbaarders,"['be', 'trouw', 'baar', 'ders']",4
smeedijzer,"['smeed', 'ij', 'zer']",3
onbeheersbaarders,"['on', 'be', 'heers', 'baar', 'ders']",5
voetschrapers,"['voet', 'schra', 'pers']",3
oud-wereldkampioene,"['oud-we', 'reld', 'kam', 'pi', 'oe', 'ne']",6
n.r.,['n.r.'],1
ontzagwekkende,"['ont', 'zag', 'wek', 'ken', 'de']",5
eenpersoons,"['een', 'per', 'soons']",3
decennialang,"['de', 'cen', 'nia', 'lang']",4
diuretische,"['di', 'u', 're', 'ti', 'sche']",5
-vleugelig,"['-vleu', 'ge', 'lig']",3
categoriserend,"['ca', 'te', 'go', 'ri', 'se', 'rend']",6
bijleggertje,"['bij', 'leg', 'ger', 'tje']",4
knobbeligste,"['knob', 'be', 'lig', 'ste']",4
knikken,"['knik', 'ken']",2
mudvols,"['mud', 'vols']",2
motecht,"['mot', 'echt']",2
Toscane,"['Tos', 'ca', 'ne']",3
kofferbak,"['kof', 'fer', 'bak']",3
winterdagen,"['win', 'ter', 'da', 'gen']",4
zeedrift,"['zee', 'drift']",2
kalkarmere,"['kalk', 'ar', 'me', 're']",4
zendvermogen,"['zend', 'ver', 'mo', 'gen']",4
analyseert,"['ana', 'ly', 'seert']",3
ammoniet,"['am', 'mo', 'niet']",3
staatstelevisie,"['staats', 'te', 'le', 'vi', 'sie']",5
goedgeluimd,"['goed', 'ge', 'luimd']",3
onverminderdst,"['on', 'ver', 'min', 'derdst']",4
baarmoederstakingen,"['baar', 'moe', 'der', 'sta', 'kin', 'gen']",6
ontkoppeling,"['ont', 'kop', 'pe', 'ling']",4
verknocht,"['ver', 'knocht']",2
kattentong,"['kat', 'ten', 'tong']",3
zwijger,"['zwij', 'ger']",2
pedaalharp,"['pe', 'daal', 'harp']",3
hondentoilet,"['hon', 'den', 'toi', 'let']",4
Golgi-complex,"['Gol', 'gi-com', 'plex']",3
binnenstijds,"['bin', 'nens', 'tijds']",3
politiek correct,"['po', 'li', 'tiek', 'cor', 'rect']",5
litho,"['li', 'tho']",2
weet,['weet'],1
lucifersdoosje,"['lu', 'ci', 'fers', 'doos', 'je']",5
serail,"['se', 'rail']",2
oerangsten,"['oer', 'ang', 'sten']",3
Weegschaal,"['Weeg', 'schaal']",2
wondert,"['won', 'dert']",2
computertaal,"['com', 'pu', 'ter', 'taal']",4
diagnosticeerden,"['di', 'ag', 'nos', 'ti', 'ceer', 'den']",6
alcoholpromillage,"['al', 'co', 'hol', 'pro', 'mil', 'la', 'ge']",7
Saoedi-Arabië,"['Sa', 'oe', 'di-Ara', 'bië']",4
wietexperimentjes,"['wiet', 'ex', 'pe', 'ri', 'ment', 'jes']",6
voorbereidingstijd,"['voor', 'be', 'rei', 'dings', 'tijd']",5
alcoholverslaving,"['al', 'co', 'hol', 'ver', 'sla', 'ving']",6
jaardagen,"['jaar', 'da', 'gen']",3
boeken,"['boe', 'ken']",2
frequentatief,"['fre', 'quen', 'ta', 'tief']",4
arrêteren,"['ar', 'rê', 'te', 'ren']",4
lijmvlekje,"['lijm', 'vlek', 'je']",3
parelduiken,"['pa', 'rel', 'dui', 'ken']",4
intersubjectiviteit,"['in', 'ter', 'sub', 'jec', 'ti', 'vi', 'teit']",7
showlui,"['show', 'lui']",2
trial,"['tri', 'al']",2
kinderen,"['kin', 'de', 'ren']",3
nesteltje,"['nes', 'tel', 'tje']",3
ramark,"['ra', 'mark']",2
vermenigvuldigen,"['ver', 'me', 'nig', 'vul', 'di', 'gen']",6
politoer,"['po', 'li', 'toer']",3
accentueren,"['ac', 'cen', 'tu', 'e', 'ren']",5
snelfiltertjes,"['snel', 'fil', 'ter', 'tjes']",4
hakbal,"['hak', 'bal']",2
kampweekjes,"['kamp', 'week', 'jes']",3
bureaujob,"['bu', 'reau', 'job']",3
ornamenteel,"['or', 'na', 'men', 'teel']",4
slobeend,"['slob', 'eend']",2
hemelruim,"['he', 'mel', 'ruim']",3
zeegolf,"['zee', 'golf']",2
fluxverwijderaar,"['flux', 'ver', 'wij', 'de', 'raar']",5
consonant,"['con', 'so', 'nant']",3
sprookje,"['sprook', 'je']",2
winkelbediendes,"['win', 'kel', 'be', 'dien', 'des']",5
spontaneïteit,"['spon', 'ta', 'neï', 'teit']",4
zeikhannes,"['zeik', 'han', 'nes']",3
verzamelbakken,"['ver', 'za', 'mel', 'bak', 'ken']",5
mavo,"['ma', 'vo']",2
concertante,"['con', 'cer', 'tan', 'te']",4
internet,"['in', 'ter', 'net']",3
tonometrie,"['to', 'no', 'me', 'trie']",4
verslijten,"['ver', 'slij', 'ten']",3
noodweer,"['nood', 'weer']",2
ontbladerende,"['ont', 'bla', 'de', 'ren', 'de']",5
instinct,"['in', 'stinct']",2
hoofding,"['hoof', 'ding']",2
dakbalkje,"['dak', 'balk', 'je']",3
siamezen,"['si', 'a', 'me', 'zen']",4
geraamd,"['ge', 'raamd']",2
gevlucht,"['ge', 'vlucht']",2
monnik,"['mon', 'nik']",2
huisdichters,"['huis', 'dich', 'ters']",3
acariciden,"['aca', 'ri', 'ci', 'den']",4
fricandeau,"['fri', 'can', 'deau']",3
paravaginale,"['pa', 'ra', 'va', 'gi', 'na', 'le']",6
krab,['krab'],1
valuteren,"['va', 'lu', 'te', 'ren']",4
-aar,['-aar'],1
loft,['loft'],1
gifwolken,"['gif', 'wol', 'ken']",3
rombus,"['rom', 'bus']",2
edelers,"['ede', 'lers']",2
toprijder,"['top', 'rij', 'der']",3
toetakelend,"['toe', 'ta', 'ke', 'lend']",4
dille,"['dil', 'le']",2
fluitconcert,"['fluit', 'con', 'cert']",3
fietssuggestiestrook,"['fiets', 'sug', 'ges', 'tie', 'strook']",5
filets,"['fi', 'lets']",2
dan wel,"['dan', 'wel']",2
militantere,"['mi', 'li', 'tan', 'te', 're']",5
aanspeelpunt,"['aan', 'speel', 'punt']",3
ordner,"['ord', 'ner']",2
dysfemismen,"['dys', 'fe', 'mis', 'men']",4
kledingmerken,"['kle', 'ding', 'mer', 'ken']",4
tweehonderdentwee,"['twee', 'hon', 'derd', 'en', 'twee']",5
beoogd,"['be', 'oogd']",2
kiloseconde,"['ki', 'lo', 'se', 'con', 'de']",5
zonderden af,"['zon', 'der', 'den', 'af']",4
bepaalbaars,"['be', 'paal', 'baars']",3
Bulgaarsen,"['Bul', 'gaar', 'sen']",3
prostitutie,"['pros', 'ti', 'tu', 'tie']",4
geldontwaarding,"['geld', 'ont', 'waar', 'ding']",4
valkleppen,"['val', 'klep', 'pen']",3
toevalligerwijs,"['toe', 'val', 'li', 'ger', 'wijs']",5
bottelaar,"['bot', 'te', 'laar']",3
mijnwerker,"['mijn', 'wer', 'ker']",3
ter harte nemen,"['ter', 'har', 'te', 'ne', 'men']",5
gewei,"['ge', 'wei']",2
drost,['drost'],1
dadelijk,"['da', 'de', 'lijk']",3
dikachtigere,"['dik', 'ach', 'ti', 'ge', 're']",5
driehonderd,"['drie', 'hon', 'derd']",3
energieadviseur,"['ener', 'gie', 'ad', 'vi', 'seur']",5
schouderblad,"['schou', 'der', 'blad']",3
ministeriabelst,"['mi', 'nis', 'te', 'ri', 'a', 'belst']",6
uiteenslaan,"['uit', 'een', 'slaan']",3
kabinet,"['ka', 'bi', 'net']",3
tentoonstelling,"['ten', 'toon', 'stel', 'ling']",4
pleisteren,"['pleis', 'te', 'ren']",3
lettertjes,"['let', 'ter', 'tjes']",3
kabouter,"['ka', 'bou', 'ter']",3
zuurgraad,"['zuur', 'graad']",2
zelfbeschikkingsrecht,"['zelf', 'be', 'schik', 'kings', 'recht']",5
stroefste,"['stroef', 'ste']",2
polste,"['pols', 'te']",2
zielsziek,"['ziels', 'ziek']",2
houw,['houw'],1
fietswiel,"['fiets', 'wiel']",2
glaswol,"['glas', 'wol']",2
banaten,"['ba', 'na', 'ten']",3
