woorden,lettergrepen,aantal lettergrepen
plantkundige,"['plant', 'kun', 'di', 'ge']",4
rauwige,"['rau', 'wi', 'ge']",3
oneerbiedig,"['on', 'eer', 'bie', 'dig']",4
populieren,"['po', 'pu', 'lie', 'ren']",4
masturbatorisch,"['mas', 'tur', 'ba', 'to', 'risch']",5
exo-,['exo-'],1
noodnaam,"['nood', 'naam']",2
tennis,"['ten', 'nis']",2
katoenzaadolie,"['ka', 'toen', 'zaad', 'olie']",4
Oosteekloos,"['Oos', 'teek', 'loos']",3
panplegie,"['pan', 'ple', 'gie']",3
tai-chieden,"['tai-chie', 'den']",2
vertragendst,"['ver', 'tra', 'gendst']",3
omspoken,"['om', 'spo', 'ken']",3
woonunits,"['woon', 'units']",2
machineparken,"['ma', 'chi', 'ne', 'par', 'ken']",5
reorganisatortje,"['re', 'or', 'ga', 'ni', 'sa', 'tor', 'tje']",7
angstdroompjes,"['angst', 'droom', 'pjes']",3
askleurigs,"['as', 'kleu', 'rigs']",3
doorlieten,"['door', 'lie', 'ten']",3
binnenmarkt,"['bin', 'nen', 'markt']",3
bijkopen,"['bij', 'ko', 'pen']",3
Ngad'a,"[""Ngad'a""]",1
resignatie,"['re', 'sig', 'na', 'tie']",4
tweeslagmotor,"['twee', 'slag', 'mo', 'tor']",4
behartigenswaardigers,"['be', 'har', 'ti', 'gens', 'waar', 'di', 'gers']",7
Mauritanië,"['Mau', 'ri', 'ta', 'nië']",4
frik,['frik'],1
oorsieraden,"['oor', 'sie', 'ra', 'den']",4
overheersendste,"['over', 'heer', 'send', 'ste']",4
transitieperioden,"['tran', 'si', 'tie', 'pe', 'ri', 'o', 'den']",7
allotransplantatie,"['al', 'lo', 'trans', 'plan', 'ta', 'tie']",6
blijkend,"['blij', 'kend']",2
aartsrivaaltjes,"['aarts', 'ri', 'vaal', 'tjes']",4
comparitie,"['com', 'pa', 'ri', 'tie']",4
vijl,['vijl'],1
oogschaduw,"['oog', 'scha', 'duw']",3
kinderdoding,"['kin', 'der', 'do', 'ding']",4
betreft,"['be', 'treft']",2
klas,['klas'],1
koplamp,"['kop', 'lamp']",2
wachtengel,"['wacht', 'en', 'gel']",3
dolmessen,"['dol', 'mes', 'sen']",3
ontnietend,"['ont', 'nie', 'tend']",3
synthetiseer,"['syn', 'the', 'ti', 'seer']",4
lichtjaar,"['licht', 'jaar']",2
pastaprutjes,"['pas', 'ta', 'prut', 'jes']",4
verloochenen,"['ver', 'loo', 'che', 'nen']",4
meevallen,"['mee', 'val', 'len']",3
uitzwermde,"['uit', 'zwerm', 'de']",3
ronkte,"['ronk', 'te']",2
verhoutend,"['ver', 'hou', 'tend']",3
tuberculosebestrijdingen,"['tu', 'ber', 'cu', 'lo', 'se', 'be', 'strij', 'din', 'gen']",9
weke,"['we', 'ke']",2
helegaar,"['he', 'le', 'gaar']",3
dienstweigeraar,"['dienst', 'wei', 'ge', 'raar']",4
toetsaanslag,"['toets', 'aan', 'slag']",3
wad,['wad'],1
stroomprijzen,"['stroom', 'prij', 'zen']",3
betrekkelijkers,"['be', 'trek', 'ke', 'lij', 'kers']",5
consanguiniteit,"['con', 'san', 'gui', 'ni', 'teit']",5
hoge,"['ho', 'ge']",2
kamen,"['ka', 'men']",2
pommel,"['pom', 'mel']",2
aanhangend,"['aan', 'han', 'gend']",3
appareil,"['ap', 'pa', 'reil']",3
viseter,"['vis', 'eter']",2
legaliteit,"['le', 'ga', 'li', 'teit']",4
filerend,"['fi', 'le', 'rend']",3
inslaan,"['in', 'slaan']",2
anisotroper,"['ani', 'so', 'tro', 'per']",4
boorolie,"['boor', 'olie']",2
mus,['mus'],1
streektalen,"['streek', 'ta', 'len']",3
zoetigheid,"['zoe', 'tig', 'heid']",3
partnerverklaringen,"['part', 'ner', 'ver', 'kla', 'rin', 'gen']",6
vluchtelingenkampje,"['vluch', 'te', 'lin', 'gen', 'kamp', 'je']",6
vastberaden,"['vast', 'be', 'ra', 'den']",4
goedendag,"['goe', 'den', 'dag']",3
daaraf,"['daar', 'af']",2
dusters,"['dus', 'ters']",2
wijnbakje,"['wijn', 'bak', 'je']",3
ereblijk,"['ere', 'blijk']",2
expressief,"['ex', 'pres', 'sief']",3
deurprijs,"['deur', 'prijs']",2
snelst,['snelst'],1
niknakje,"['nik', 'nak', 'je']",3
skiwassen,"['ski', 'was', 'sen']",3
hondsdol,"['honds', 'dol']",2
smedig,"['sme', 'dig']",2
tuchtrechtelijk,"['tucht', 'rech', 'te', 'lijk']",4
subcapsulaire,"['sub', 'cap', 'su', 'lai', 're']",5
dualers,"['du', 'a', 'lers']",3
introduceren,"['in', 'tro', 'du', 'ce', 'ren']",5
schadeclaim,"['scha', 'de', 'claim']",3
taaiheden,"['taai', 'he', 'den']",3
hommages,"['hom', 'ma', 'ges']",3
aardpooltjes,"['aard', 'pool', 'tjes']",3
raagbolletje,"['raag', 'bol', 'le', 'tje']",4
miljardste,"['mil', 'jard', 'ste']",3
woordgroep,"['woord', 'groep']",2
geknisperd,"['ge', 'knis', 'perd']",3
cavaleriecharge,"['ca', 'va', 'le', 'rie', 'char', 'ge']",6
gordt,['gordt'],1
Grote Beer,"['Gro', 'te', 'Beer']",3
bemand,"['be', 'mand']",2
defensie,"['de', 'fen', 'sie']",3
afkeuren,"['af', 'keu', 'ren']",3
Jammu en Kashmir,"['Jam', 'mu', 'en', 'Kash', 'mir']",5
softdrinks,"['soft', 'drinks']",2
Xinjiang,"['Xin', 'ji', 'ang']",3
apartheidspolitiek,"['apart', 'heids', 'po', 'li', 'tiek']",5
tiramisu's,"['ti', 'ra', 'mi', ""su's""]",4
dikkop,"['dik', 'kop']",2
ingraven,"['in', 'gra', 'ven']",3
farmer,"['far', 'mer']",2
koloniseerde,"['ko', 'lo', 'ni', 'seer', 'de']",5
ziektemelding,"['ziek', 'te', 'mel', 'ding']",4
decadente,"['de', 'ca', 'den', 'te']",4
routeplanner,"['rou', 'te', 'plan', 'ner']",4
vastspelden,"['vast', 'spel', 'den']",3
beklinkerden,"['be', 'klin', 'ker', 'den']",4
duodeciljoen,"['duo', 'de', 'cil', 'joen']",4
festivaldag,"['fes', 'ti', 'val', 'dag']",4
Nigeriaanse naira,"['Ni', 'ge', 'ri', 'aan', 'se', 'nai', 'ra']",7
richten,"['rich', 'ten']",2
slavenarbeid,"['sla', 'ven', 'ar', 'beid']",4
ovatie,"['ova', 'tie']",2
dagdagelijks,"['dag', 'da', 'ge', 'lijks']",4
politiebeambte,"['po', 'li', 'tie', 'be', 'amb', 'te']",6
Boergondië,"['Boer', 'gon', 'dië']",3
gedachtedraadje,"['ge', 'dach', 'te', 'draad', 'je']",5
leeswoedes,"['lees', 'woe', 'des']",3
aardklootjes,"['aard', 'kloot', 'jes']",3
toverwoorden,"['to', 'ver', 'woor', 'den']",4
hempie,"['hem', 'pie']",2
paniekbestendiger,"['pa', 'niek', 'be', 'sten', 'di', 'ger']",6
Ges-groot,['Ges-groot'],1
oplossen,"['op', 'los', 'sen']",3
voorjaarsmorgen,"['voor', 'jaars', 'mor', 'gen']",4
televisietoestel,"['te', 'le', 'vi', 'sie', 'toe', 'stel']",6
zedenpreken,"['ze', 'den', 'pre', 'ken']",4
aasetertje,"['aas', 'eter', 'tje']",3
behartigingswaardigst,"['be', 'har', 'ti', 'gings', 'waar', 'digst']",6
synthetisch,"['syn', 'the', 'tisch']",3
eindgeneriek,"['eind', 'ge', 'ne', 'riek']",4
kerselaartjes,"['ker', 'se', 'laar', 'tjes']",4
verhongerde,"['ver', 'hon', 'ger', 'de']",4
matan Tora,"['ma', 'tan', 'To', 'ra']",4
symbooltjes,"['sym', 'bool', 'tjes']",3
stukgooien,"['stuk', 'gooi', 'en']",3
mestiezen,"['mes', 'tie', 'zen']",3
hobbyist,"['hob', 'by', 'ist']",3
heteroseksuelere,"['he', 'te', 'ro', 'sek', 'su', 'e', 'le', 're']",8
gezichtsreiniging,"['ge', 'zichts', 'rei', 'ni', 'ging']",5
vrieshuis,"['vries', 'huis']",2
affecteerden,"['af', 'fec', 'teer', 'den']",4
HPV,['HPV'],1
kruisproeven,"['kruis', 'proe', 'ven']",3
verbleek,"['ver', 'bleek']",2
ame,['ame'],1
zeel,['zeel'],1
afzetgebiedje,"['af', 'zet', 'ge', 'bied', 'je']",5
wener,"['we', 'ner']",2
cambio's,"['cam', 'bi', ""o's""]",3
toiletartikelen,"['toi', 'let', 'ar', 'ti', 'ke', 'len']",6
surrogaatmoeder,"['sur', 'ro', 'gaat', 'moe', 'der']",5
avocado's,"['avo', 'ca', ""do's""]",3
belastingdienst,"['be', 'las', 'ting', 'dienst']",4
katrol,"['ka', 'trol']",2
aanvraagtermijn,"['aan', 'vraag', 'ter', 'mijn']",4
dodeman,"['do', 'de', 'man']",3
zoutzuur,"['zout', 'zuur']",2
manoeuvreerbaar,"['ma', 'noeu', 'vreer', 'baar']",4
duoblok,"['duo', 'blok']",2
eerste-ordesystemen,"['eer', 'ste-or', 'de', 'sys', 'te', 'men']",6
telefoto,"['te', 'le', 'fo', 'to']",4
tegenat,"['te', 'gen', 'at']",3
oppokend,"['op', 'po', 'kend']",3
boyscout,"['boy', 'scout']",2
zwemparadijs,"['zwem', 'pa', 'ra', 'dijs']",4
bergweggetje,"['berg', 'weg', 'ge', 'tje']",4
geaard,"['ge', 'aard']",2
kerstborrel,"['kerst', 'bor', 'rel']",3
aandachttrekkerij,"['aan', 'dacht', 'trek', 'ke', 'rij']",5
Waaltje,"['Waal', 'tje']",2
rondhangen,"['rond', 'han', 'gen']",3
pelsers,"['pel', 'sers']",2
stroppendrager,"['strop', 'pen', 'dra', 'ger']",4
motordefecten,"['mo', 'tor', 'de', 'fec', 'ten']",5
krullenjongen,"['krul', 'len', 'jon', 'gen']",4
doorga,"['door', 'ga']",2
G-krachten,"['G-krach', 'ten']",2
aandelenemissietje,"['aan', 'de', 'len', 'emis', 'sie', 'tje']",6
zelfbeschikking,"['zelf', 'be', 'schik', 'king']",4
bladderde,"['blad', 'der', 'de']",3
postelatiefjes,"['post', 'ela', 'tief', 'jes']",4
verhandelen,"['ver', 'han', 'de', 'len']",4
poen,['poen'],1
terrarium,"['ter', 'ra', 'ri', 'um']",4
herbouwde,"['her', 'bouw', 'de']",3
knijpen toe,"['knij', 'pen', 'toe']",3
aan-uitknoppen,"['aan-uit', 'knop', 'pen']",3
aanknoping,"['aan', 'kno', 'ping']",3
denkwijze,"['denk', 'wij', 'ze']",3
vergroeien,"['ver', 'groei', 'en']",3
stakkers,"['stak', 'kers']",2
kraakbeen,"['kraak', 'been']",2
gedingen,"['ge', 'din', 'gen']",3
gasvormigst,"['gas', 'vor', 'migst']",3
hierrond,"['hier', 'rond']",2
onderzoeksvragen,"['on', 'der', 'zoeks', 'vra', 'gen']",5
diefijzers,"['dief', 'ij', 'zers']",3
wegbarricade,"['weg', 'bar', 'ri', 'ca', 'de']",5
moeilijkheidsgraad,"['moei', 'lijk', 'heids', 'graad']",4
tegenactie,"['te', 'gen', 'ac', 'tie']",4
astrologes,"['as', 'tro', 'lo', 'ges']",4
weerlam,"['weer', 'lam']",2
ge-3D-print,['ge-3D-print'],1
Oostblok,"['Oost', 'blok']",2
dodenrijk,"['do', 'den', 'rijk']",3
schietspoel,"['schiet', 'spoel']",2
onvoorzichtigers,"['on', 'voor', 'zich', 'ti', 'gers']",5
facturering,"['fac', 'tu', 're', 'ring']",4
klerezooi,"['kle', 're', 'zooi']",3
smakelijk,"['sma', 'ke', 'lijk']",3
zetboord,"['zet', 'boord']",2
neurasthenie,"['neu', 'ras', 'the', 'nie']",4
loopcarrières,"['loop', 'car', 'riè', 'res']",4
zuiderling,"['zui', 'der', 'ling']",3
weekendhuwelijk,"['week', 'end', 'hu', 'we', 'lijk']",5
accumulatievere,"['ac', 'cu', 'mu', 'la', 'tie', 've', 're']",7
luwte,"['luw', 'te']",2
oefendagen,"['oe', 'fen', 'da', 'gen']",4
gerechtsdeurwaarder,"['ge', 'rechts', 'deur', 'waar', 'der']",5
weidspelen,"['weid', 'spe', 'len']",3
blokkeerfries,"['blok', 'keer', 'fries']",3
neutraliteit,"['neu', 'tra', 'li', 'teit']",4
wervelkolommetje,"['wer', 'vel', 'ko', 'lom', 'me', 'tje']",6
spinnenweb,"['spin', 'nen', 'web']",3
slaapbeen,"['slaap', 'been']",2
roders,"['ro', 'ders']",2
schrielhannes,"['schriel', 'han', 'nes']",3
leeghoofdige,"['leeg', 'hoof', 'di', 'ge']",4
welomlijnd,"['wel', 'om', 'lijnd']",3
afhouwend,"['af', 'hou', 'wend']",3
tweehonderdentwee,"['twee', 'hon', 'derd', 'en', 'twee']",5
skilift,"['ski', 'lift']",2
loyaliteit,"['lo', 'ya', 'li', 'teit']",4
studentikooste,"['stu', 'den', 'ti', 'koos', 'te']",5
balanstrut,"['ba', 'lans', 'trut']",3
zwijmelbekertjes,"['zwij', 'mel', 'be', 'ker', 'tjes']",5
zebracode,"['ze', 'bra', 'co', 'de']",4
paternalistische,"['pa', 'ter', 'na', 'lis', 'ti', 'sche']",6
daarnaartoe,"['daar', 'naar', 'toe']",3
parkeermuntje,"['par', 'keer', 'munt', 'je']",4
cambium,"['cam', 'bi', 'um']",3
doneren,"['do', 'ne', 'ren']",3
taspalm,"['tas', 'palm']",2
vlieg weg,"['vlieg', 'weg']",2
maatbeker,"['maat', 'be', 'ker']",3
disponeerden,"['dis', 'po', 'neer', 'den']",4
stormvloedkering,"['storm', 'vloed', 'ke', 'ring']",4
stinkbokje,"['stink', 'bok', 'je']",3
baks,['baks'],1
opgeveegd,"['op', 'ge', 'veegd']",3
schakelbord,"['scha', 'kel', 'bord']",3
verkiesbaar,"['ver', 'kies', 'baar']",3
pastinaak,"['pas', 'ti', 'naak']",3
snotter,"['snot', 'ter']",2
nikker,"['nik', 'ker']",2
packagedeals,"['pac', 'kage', 'deals']",3
schildklieren,"['schild', 'klie', 'ren']",3
afwachting,"['af', 'wach', 'ting']",3
betonblok,"['be', 'ton', 'blok']",3
oogstfeest,"['oogst', 'feest']",2
anterieure,"['an', 'te', 'ri', 'eu', 're']",5
onbeheerds,"['on', 'be', 'heerds']",3
blondeerde,"['blon', 'deer', 'de']",3
oppasjes,"['op', 'pas', 'jes']",3
einddata,"['eind', 'da', 'ta']",3
onsterkst,"['on', 'sterkst']",2
honderdeurobiljetjes,"['hon', 'derd', 'eu', 'ro', 'bil', 'jet', 'jes']",7
poetoen,"['poe', 'toen']",2
vakantiewoningen,"['va', 'kan', 'tie', 'wo', 'nin', 'gen']",6
aansluitender,"['aan', 'slui', 'ten', 'der']",4
afprekend,"['af', 'pre', 'kend']",3
Frans-Zwitserst,"['Frans-Zwit', 'serst']",2
zeilderen,"['zeil', 'de', 'ren']",3
verzusteren,"['ver', 'zus', 'te', 'ren']",4
rands,['rands'],1
civiliseerde,"['ci', 'vi', 'li', 'seer', 'de']",5
jeugdconferentie,"['jeugd', 'con', 'fe', 'ren', 'tie']",5
hinderwet,"['hin', 'der', 'wet']",3
amandelboom,"['aman', 'del', 'boom']",3
geograaf,"['geo', 'graaf']",2
kakelbonte,"['ka', 'kel', 'bon', 'te']",4
ankerarm,"['an', 'ker', 'arm']",3
ongelaagde,"['on', 'ge', 'laag', 'de']",4
grootstag,"['groot', 'stag']",2
boemelaar,"['boe', 'me', 'laar']",3
beatere,"['be', 'a', 'te', 're']",4
prefereerde,"['pre', 'fe', 'reer', 'de']",4
aandelenkoersje,"['aan', 'de', 'len', 'koers', 'je']",5
beddesprei,"['bed', 'de', 'sprei']",3
aerofobie,"['ae', 'ro', 'fo', 'bie']",4
tochtigheid,"['toch', 'tig', 'heid']",3
schoonfamilies,"['schoon', 'fa', 'mi', 'lies']",4
zoöstuprum,"['zoö', 'stu', 'prum']",3
aanrakinkje,"['aan', 'ra', 'kin', 'kje']",4
jodelen,"['jo', 'de', 'len']",3
bakkesen,"['bak', 'ke', 'sen']",3
blaas aan,"['blaas', 'aan']",2
verzorgingsstaat,"['ver', 'zor', 'gings', 'staat']",4
huishouden,"['huis', 'hou', 'den']",3
luister,"['luis', 'ter']",2
eensluidendere,"['eens', 'lui', 'den', 'de', 're']",5
rekenkamertje,"['re', 'ken', 'ka', 'mer', 'tje']",5
tijdverliezen,"['tijd', 'ver', 'lie', 'zen']",4
dubieuste,"['du', 'bi', 'eus', 'te']",4
baardman,"['baard', 'man']",2
knoopcelletjes,"['knoop', 'cel', 'le', 'tjes']",4
anomie,"['ano', 'mie']",2
meespelertjes,"['mee', 'spe', 'ler', 'tjes']",4
brede wespenorchisjes,"['bre', 'de', 'wes', 'pen', 'or', 'chis', 'jes']",7
debiteur,"['de', 'bi', 'teur']",3
metallisaties,"['me', 'tal', 'li', 'sa', 'ties']",5
dysfemisme,"['dys', 'fe', 'mis', 'me']",4
relances,"['re', 'lan', 'ces']",3
biervaatje,"['bier', 'vaat', 'je']",3
zachtelijk,"['zach', 'te', 'lijk']",3
felsischer,"['fel', 'si', 'scher']",3
deuggleuf,"['deug', 'gleuf']",2
-st,['-st'],1
kostwinnersprincipe,"['kost', 'win', 'ners', 'prin', 'ci', 'pe']",6
Liberia,"['Li', 'be', 'ria']",3
porums,"['po', 'rums']",2
filet,"['fi', 'let']",2
pup,['pup'],1
kapitaal,"['ka', 'pi', 'taal']",3
walvisstaartje,"['wal', 'vis', 'staart', 'je']",4
galvaniseren,"['gal', 'va', 'ni', 'se', 'ren']",5
steenhouwertje,"['steen', 'hou', 'wer', 'tje']",4
recapte,"['re', 'cap', 'te']",3
handelsblad,"['han', 'dels', 'blad']",3
islamofilie,"['is', 'la', 'mo', 'fi', 'lie']",5
parkeergelegenheid,"['par', 'keer', 'ge', 'le', 'gen', 'heid']",6
uitvergroot,"['uit', 'ver', 'groot']",3
slaapuren,"['slaap', 'uren']",2
putgalg,"['put', 'galg']",2
ongenegenste,"['on', 'ge', 'ne', 'gen', 'ste']",5
inspelen,"['in', 'spe', 'len']",3
zeeziekte,"['zee', 'ziek', 'te']",3
kofkapitein,"['kof', 'ka', 'pi', 'tein']",4
pocht,['pocht'],1
gebolsterd,"['ge', 'bol', 'sterd']",3
aansluitinkje,"['aan', 'slui', 'tin', 'kje']",4
Saaroa,"['Saa', 'roa']",2
utopietje,"['uto', 'pie', 'tje']",3
mok,['mok'],1
schoonbroers,"['schoon', 'broers']",2
leefde samen,"['leef', 'de', 'sa', 'men']",4
gezondheidstoestanden,"['ge', 'zond', 'heids', 'toe', 'stan', 'den']",6
snaartheorietjes,"['snaar', 'the', 'o', 'rie', 'tjes']",5
netsporten,"['net', 'spor', 'ten']",3
rioolslib,"['ri', 'ool', 'slib']",3
avondschooltje,"['avond', 'school', 'tje']",3
tegelijk,"['te', 'ge', 'lijk']",3
steniging,"['ste', 'ni', 'ging']",3
benieuwe,"['be', 'nieu', 'we']",3
oud-Engelandvaarder,"['oud-En', 'ge', 'land', 'vaar', 'der']",5
oplettendheden,"['op', 'let', 'tend', 'he', 'den']",5
ontdekking,"['ont', 'dek', 'king']",3
modinette,"['mo', 'di', 'net', 'te']",4
klaverens,"['kla', 've', 'rens']",3
bouwjaar,"['bouw', 'jaar']",2
chemobak,"['che', 'mo', 'bak']",3
refluxt,"['re', 'fluxt']",2
verbrandingsmotortje,"['ver', 'bran', 'dings', 'mo', 'tor', 'tje']",6
weerkunde,"['weer', 'kun', 'de']",3
ehbo-doos,['ehbo-doos'],1
zeebanket,"['zee', 'ban', 'ket']",3
aangrijpendste,"['aan', 'grij', 'pend', 'ste']",4
vrouwenschoen,"['vrou', 'wen', 'schoen']",3
architectuur,"['ar', 'chi', 'tec', 'tuur']",4
weelde,"['weel', 'de']",2
wegkopen,"['weg', 'ko', 'pen']",3
onverdachte,"['on', 'ver', 'dach', 'te']",4
fleswater,"['fles', 'wa', 'ter']",3
herders,"['her', 'ders']",2
Paleogeen,"['Pa', 'leo', 'geen']",3
staatsvorm,"['staats', 'vorm']",2
varkensfokkerij,"['var', 'kens', 'fok', 'ke', 'rij']",5
onderuit,"['on', 'der', 'uit']",3
alpenhoorntjes,"['al', 'pen', 'hoorn', 'tjes']",4
Hebreeuwse Bijbel,"['He', 'breeuw', 'se', 'Bij', 'bel']",5
knalvuurwerken,"['knal', 'vuur', 'wer', 'ken']",4
Venetië,"['Ve', 'ne', 'tië']",3
handbijlen,"['hand', 'bij', 'len']",3
rechtstaten,"['recht', 'sta', 'ten']",3
plasticeren,"['plas', 'ti', 'ce', 'ren']",4
gebouwen,"['ge', 'bou', 'wen']",3
huisstofmijt,"['huis', 'stof', 'mijt']",3
vakkenvullend,"['vak', 'ken', 'vul', 'lend']",4
opleiding,"['op', 'lei', 'ding']",3
Zwolse,"['Zwol', 'se']",2
munitiedepot,"['mu', 'ni', 'tie', 'de', 'pot']",5
bergweggetjes,"['berg', 'weg', 'ge', 'tjes']",4
goedgetraind,"['goed', 'ge', 'traind']",3
gezondheidsorganisaties,"['ge', 'zond', 'heids', 'or', 'ga', 'ni', 'sa', 'ties']",8
haarvaatjes,"['haar', 'vaat', 'jes']",3
situatie,"['si', 'tu', 'a', 'tie']",4
softies,"['sof', 'ties']",2
amber,"['am', 'ber']",2
zeebenen,"['zee', 'be', 'nen']",3
marktkooplui,"['markt', 'koop', 'lui']",3
dabberen,"['dab', 'be', 'ren']",3
voortbouwen,"['voort', 'bou', 'wen']",3
erwtje,"['erwt', 'je']",2
bangheid,"['bang', 'heid']",2
trouwverbond,"['trouw', 'ver', 'bond']",3
parelhoen,"['pa', 'rel', 'hoen']",3
leptongetal,"['lep', 'ton', 'ge', 'tal']",4
vuilophaalsysteempjes,"['vuil', 'op', 'haal', 'sys', 'teem', 'pjes']",6
-el,['-el'],1
wegschieten,"['weg', 'schie', 'ten']",3
leerschool,"['leer', 'school']",2
illegitiemers,"['il', 'le', 'gi', 'tie', 'mers']",5
cruisede,"['cruise', 'de']",2
redoxreactie,"['re', 'dox', 're', 'ac', 'tie']",5
christoloog,"['chris', 'to', 'loog']",3
fichu,"['fi', 'chu']",2
wijkagentetjes,"['wijk', 'agen', 'te', 'tjes']",4
pannenkoek,"['pan', 'nen', 'koek']",3
terrariums,"['ter', 'ra', 'ri', 'ums']",4
etalagetje,"['eta', 'la', 'ge', 'tje']",4
ingevoelig,"['in', 'ge', 'voe', 'lig']",4
fancyen,"['fan', 'cy', 'en']",3
keren,"['ke', 'ren']",2
docielst,"['do', 'cielst']",2
weerwolf,"['weer', 'wolf']",2
hoek,['hoek'],1
klimatologisch,"['kli', 'ma', 'to', 'lo', 'gisch']",5
kapotjas,"['ka', 'pot', 'jas']",3
afzeikten,"['af', 'zeik', 'ten']",3
bouillon,"['bouil', 'lon']",2
kinkhoorn,"['kink', 'hoorn']",2
dakschilden,"['dak', 'schil', 'den']",3
zelfsusser,"['zelf', 'sus', 'ser']",3
velhevels,"['vel', 'he', 'vels']",3
commercieelste,"['com', 'mer', 'ci', 'eel', 'ste']",5
kutwijf,"['kut', 'wijf']",2
zeezeilreis,"['zee', 'zeil', 'reis']",3
aardalkalimetaal,"['aard', 'al', 'ka', 'li', 'me', 'taal']",6
carburatoren,"['car', 'bu', 'ra', 'to', 'ren']",5
fijt,['fijt'],1
Punisch,"['Pu', 'nisch']",2
woensdagvoormiddag,"['woens', 'dag', 'voor', 'mid', 'dag']",5
uitwissen,"['uit', 'wis', 'sen']",3
heisessie,"['hei', 'ses', 'sie']",3
enkelwandigs,"['en', 'kel', 'wan', 'digs']",4
opspekken,"['op', 'spek', 'ken']",3
fietsmerken,"['fiets', 'mer', 'ken']",3
waakzaamheidsfase,"['waak', 'zaam', 'heids', 'fa', 'se']",5
woordtonen,"['woord', 'to', 'nen']",3
tekstontwerp,"['tekst', 'ont', 'werp']",3
afspeldt,"['af', 'speldt']",2
urenlangs,"['uren', 'langs']",2
losbaars,"['los', 'baars']",2
Bordelese,"['Bor', 'de', 'le', 'se']",4
werkgelegenheid,"['werk', 'ge', 'le', 'gen', 'heid']",5
pluche,"['plu', 'che']",2
aanvulsels,"['aan', 'vul', 'sels']",3
aanvoeling,"['aan', 'voe', 'ling']",3
altsaxofonistjes,"['alt', 'saxo', 'fo', 'nist', 'jes']",5
aanzijn,"['aan', 'zijn']",2
bokitoproof,"['bo', 'ki', 'to', 'proof']",4
verleerden,"['ver', 'leer', 'den']",3
verdediging,"['ver', 'de', 'di', 'ging']",4
witte kersten,"['wit', 'te', 'kersten']",3
houtzagerijtje,"['hout', 'za', 'ge', 'rij', 'tje']",5
emo's,"[""emo's""]",1
Engelse sleutel,"['En', 'gel', 'se', 'sleu', 'tel']",5
telefoneren,"['te', 'le', 'fo', 'ne', 'ren']",5
blindklinknageltje,"['blind', 'klink', 'na', 'gel', 'tje']",5
wanbestuur,"['wan', 'be', 'stuur']",3
hydromechanica,"['hy', 'dro', 'me', 'cha', 'ni', 'ca']",6
copy-paste,"['co', 'py-paste']",2
ingezeepte,"['in', 'ge', 'zeep', 'te']",4
volumineuzers,"['vo', 'lu', 'mi', 'neu', 'zers']",5
dorpspaap,"['dorps', 'paap']",2
testen,"['tes', 'ten']",2
vliegverkeer,"['vlieg', 'ver', 'keer']",3
nieuwkomers,"['nieuw', 'ko', 'mers']",3
slatten,"['slat', 'ten']",2
carnet,"['car', 'net']",2
Tweede Kamercommissies,"['Twee', 'de', 'Ka', 'mer', 'com', 'mis', 'sies']",7
graf-,"['gra', 'f-']",2
badmeester,"['bad', 'mees', 'ter']",3
wegkomt,"['weg', 'komt']",2
allerlaatste,"['al', 'ler', 'laat', 'ste']",4
buurtvergaderingetje,"['buurt', 'ver', 'ga', 'de', 'rin', 'ge', 'tje']",7
aartshertogjes,"['aarts', 'her', 'tog', 'jes']",4
regelknop,"['re', 'gel', 'knop']",3
hoofdredactioneel,"['hoofd', 're', 'dac', 'ti', 'o', 'neel']",6
abaxiaal,"['ab', 'axi', 'aal']",3
zeppelin,"['zep', 'pe', 'lin']",3
co-educatie,"['co-edu', 'ca', 'tie']",3
kattenbak,"['kat', 'ten', 'bak']",3
vetergat,"['ve', 'ter', 'gat']",3
refractoren,"['re', 'frac', 'to', 'ren']",4
classificatoren,"['clas', 'si', 'fi', 'ca', 'to', 'ren']",6
keurmerk,"['keur', 'merk']",2
pariëtale,"['pa', 'ri', 'ë', 'ta', 'le']",5
druilorigere,"['drui', 'lo', 'ri', 'ge', 're']",5
wegzwemmen,"['weg', 'zwem', 'men']",3
koekenbakkertje,"['koe', 'ken', 'bak', 'ker', 'tje']",5
deel mee,"['deel', 'mee']",2
bouwprojecten,"['bouw', 'pro', 'jec', 'ten']",4
amors,['amors'],1
doorlerend,"['door', 'le', 'rend']",3
kluiffok,"['kluif', 'fok']",2
dodenlijst,"['do', 'den', 'lijst']",3
Zaankant,"['Zaan', 'kant']",2
bedoezelaars,"['be', 'doe', 'ze', 'laars']",4
tengevolge,"['ten', 'ge', 'vol', 'ge']",4
miskijken,"['mis', 'kij', 'ken']",3
vergeldingsaanval,"['ver', 'gel', 'dings', 'aan', 'val']",5
haarkleurmiddeltjes,"['haar', 'kleur', 'mid', 'del', 'tjes']",5
overcompenseerden,"['over', 'com', 'pen', 'seer', 'den']",5
spinel,"['spi', 'nel']",2
aalvisserijen,"['aal', 'vis', 'se', 'rij', 'en']",5
entomografie,"['en', 'to', 'mo', 'gra', 'fie']",5
Kazachstan,"['Ka', 'zach', 'stan']",3
topaaskolibrie,"['to', 'paas', 'ko', 'li', 'brie']",5
breeveertien,"['bree', 'veer', 'tien']",3
gebotst,"['ge', 'botst']",2
foetatie,"['foe', 'ta', 'tie']",3
homoseksueel,"['ho', 'mo', 'sek', 'su', 'eel']",5
letters,"['let', 'ters']",2
spreeuwtjes,"['spreeuw', 'tjes']",2
mossels,"['mos', 'sels']",2
