woorden,lettergrepen,aantal lettergrepen
tuinaanleg,"['tuin', 'aan', 'leg']",3
worteligst,"['wor', 'te', 'ligst']",3
schaamrode,"['schaam', 'ro', 'de']",3
flexibel,"['flexi', 'bel']",2
regeling,"['re', 'ge', 'ling']",3
hartbewaking,"['hart', 'be', 'wa', 'king']",4
sambal,"['sam', 'bal']",2
aanbrengpremietje,"['aan', 'breng', 'pre', 'mie', 'tje']",5
riool,"['ri', 'ool']",2
coproductietjes,"['co', 'pro', 'duc', 'tie', 'tjes']",5
schijten,"['schij', 'ten']",2
soennitisch,"['soen', 'ni', 'tisch']",3
vuilnis,"['vuil', 'nis']",2
Waddenzee,"['Wad', 'den', 'zee']",3
bovenzinnelijk,"['bo', 'ven', 'zin', 'ne', 'lijk']",5
ijsbreker,"['ijs', 'bre', 'ker']",3
kegelslakje,"['ke', 'gel', 'slak', 'je']",4
verlegene,"['ver', 'le', 'ge', 'ne']",4
routeplanner,"['rou', 'te', 'plan', 'ner']",4
dabberend,"['dab', 'be', 'rend']",3
overleden,"['over', 'le', 'den']",3
toonvaster,"['toon', 'vas', 'ter']",3
10 eurobiljetjes,"['10', 'eu', 'ro', 'bil', 'jet', 'jes']",6
perform,"['per', 'form']",2
donk,['donk'],1
centrale verwarmingen,"['cen', 'tra', 'le', 'ver', 'war', 'min', 'gen']",7
vaste verbindingen,"['vas', 'te', 'ver', 'bin', 'din', 'gen']",6
mankeren,"['man', 'ke', 'ren']",3
stoeltjeslift,"['stoel', 'tjes', 'lift']",3
zoekraken,"['zoek', 'ra', 'ken']",3
blankers,"['blan', 'kers']",2
afkanten,"['af', 'kan', 'ten']",3
gepikkeld,"['ge', 'pik', 'keld']",3
pecannoot,"['pe', 'can', 'noot']",3
westerlingetje,"['wes', 'ter', 'lin', 'ge', 'tje']",5
boemelden,"['boe', 'mel', 'den']",3
bestuursrechtelijks,"['be', 'stuurs', 'rech', 'te', 'lijks']",5
bokkenpruik,"['bok', 'ken', 'pruik']",3
pleisteren,"['pleis', 'te', 'ren']",3
Zaankanters,"['Zaan', 'kan', 'ters']",3
bankgeld,"['bank', 'geld']",2
ragfijn,"['rag', 'fijn']",2
vosapen,"['vos', 'apen']",2
metallofoon,"['me', 'tal', 'lo', 'foon']",4
verminderde prime,"['ver', 'min', 'der', 'de', 'pri', 'me']",6
ketste,"['kets', 'te']",2
veiligheidshandschoentje,"['vei', 'lig', 'heids', 'hand', 'schoen', 'tje']",6
witpoot,"['wit', 'poot']",2
meedeel,"['mee', 'deel']",2
vertonen,"['ver', 'to', 'nen']",3
poederigers,"['poe', 'de', 'ri', 'gers']",4
bijschuiven,"['bij', 'schui', 'ven']",3
materie,"['ma', 'te', 'rie']",3
enggeestigers,"['eng', 'gees', 'ti', 'gers']",4
stekel,"['ste', 'kel']",2
doorgebracht,"['door', 'ge', 'bracht']",3
toitoitoi,"['toi', 'toi', 'toi']",3
klachten,"['klach', 'ten']",2
kraamvrouwenkoorts,"['kraam', 'vrou', 'wen', 'koorts']",4
lomschool,"['lom', 'school']",2
wegviel,"['weg', 'viel']",2
duo,['duo'],1
onbetaalds,"['on', 'be', 'taalds']",3
obstinatere,"['ob', 'sti', 'na', 'te', 're']",5
brandgesticht,"['brand', 'ge', 'sticht']",3
dealde,"['deal', 'de']",2
oerdier,"['oer', 'dier']",2
aantekeningen,"['aan', 'te', 'ke', 'nin', 'gen']",5
nor,['nor'],1
zandstenen,"['zand', 'ste', 'nen']",3
bejubelden,"['be', 'ju', 'bel', 'den']",4
klaplopen,"['klap', 'lo', 'pen']",3
huisvestingsproblemen,"['huis', 'ves', 'tings', 'pro', 'ble', 'men']",6
jeugdkeepertjes,"['jeugd', 'kee', 'per', 'tjes']",4
rebbelen,"['reb', 'be', 'len']",3
karakteristiek,"['ka', 'rak', 'te', 'ris', 'tiek']",5
schaliegas,"['scha', 'lie', 'gas']",3
esperantologes,"['es', 'pe', 'ran', 'to', 'lo', 'ges']",6
aardvlo,"['aard', 'vlo']",2
vervoersbewijs,"['ver', 'voers', 'be', 'wijs']",4
pluizerig,"['plui', 'ze', 'rig']",3
area's,"[""area's""]",1
soort,['soort'],1
zaallichtje,"['zaal', 'licht', 'je']",3
stemmingmakerij,"['stem', 'ming', 'ma', 'ke', 'rij']",5
bietenstroop,"['bie', 'ten', 'stroop']",3
bacterievuur,"['bac', 'te', 'rie', 'vuur']",4
Rhode Island,"['Rho', 'de', 'Is', 'land']",4
speurdersverhaal,"['speur', 'ders', 'ver', 'haal']",4
fte's,"[""fte's""]",1
nimf,['nimf'],1
sufkleppen,"['suf', 'klep', 'pen']",3
monsteren,"['mon', 'ste', 'ren']",3
aerofoon,"['ae', 'ro', 'foon']",3
schommeling,"['schom', 'me', 'ling']",3
omzwalkend,"['om', 'zwal', 'kend']",3
communicatief,"['com', 'mu', 'ni', 'ca', 'tief']",5
wessi,"['wes', 'si']",2
breefok,"['bree', 'fok']",2
paswoorden,"['pas', 'woor', 'den']",3
fraudeert,"['frau', 'deert']",2
garagedeurtjes,"['ga', 'ra', 'ge', 'deur', 'tjes']",5
goedkopere,"['goed', 'ko', 'pe', 're']",4
aconitine,"['aco', 'ni', 'ti', 'ne']",4
methodisch,"['me', 'tho', 'disch']",3
basketballetje,"['bas', 'ket', 'bal', 'le', 'tje']",5
specht,['specht'],1
coronadreigers,"['co', 'ro', 'na', 'drei', 'gers']",5
bedeelden toe,"['be', 'deel', 'den', 'toe']",4
digitalisering,"['di', 'gi', 'ta', 'li', 'se', 'ring']",6
heletoonstoonladder,"['he', 'le', 'toons', 'toon', 'lad', 'der']",6
wegwaaien,"['weg', 'waai', 'en']",3
hakketeerde,"['hak', 'ke', 'teer', 'de']",4
getackeld,"['ge', 'tac', 'keld']",3
zuchtige,"['zuch', 'ti', 'ge']",3
dwangneurose,"['dwang', 'neu', 'ro', 'se']",4
bestoft,"['be', 'stoft']",2
nieuwgeboren,"['nieuw', 'ge', 'bo', 'ren']",4
turbokapitalisme,"['tur', 'bo', 'ka', 'pi', 'ta', 'lis', 'me']",7
meesleuren,"['mee', 'sleu', 'ren']",3
perichondrium,"['pe', 'ri', 'chon', 'dri', 'um']",5
vasopressortjes,"['va', 'so', 'pres', 'sor', 'tjes']",5
belangstellend,"['be', 'lang', 'stel', 'lend']",4
linksaf,"['links', 'af']",2
massamoord,"['mas', 'sa', 'moord']",3
bultrundjes,"['bult', 'rund', 'jes']",3
vetorecht,"['ve', 'to', 'recht']",3
Berger,"['Ber', 'ger']",2
triomfboog,"['tri', 'omf', 'boog']",3
Dordsche Kil,"['Dord', 'sche', 'Kil']",3
vloot,['vloot'],1
Barbados,"['Bar', 'ba', 'dos']",3
cluniacenzer,"['clu', 'ni', 'a', 'cen', 'zer']",5
bosaap,"['bos', 'aap']",2
basisteksten,"['ba', 'sis', 'tek', 'sten']",4
misdoen,"['mis', 'doen']",2
ABN,['ABN'],1
voorkeurstem,"['voor', 'keur', 'stem']",3
raambezoek,"['raam', 'be', 'zoek']",3
schaafstro,"['schaaf', 'stro']",2
aandelenhandels,"['aan', 'de', 'len', 'han', 'dels']",5
bestedend,"['be', 'ste', 'dend']",3
gaspookjes,"['gas', 'pook', 'jes']",3
cruiseschip,"['cruise', 'schip']",2
luier,"['lui', 'er']",2
okerbruin,"['oker', 'bruin']",2
tompoes,"['tom', 'poes']",2
aandachtspuntjes,"['aan', 'dachts', 'punt', 'jes']",4
Fransman,"['Frans', 'man']",2
bamibal,"['ba', 'mi', 'bal']",3
gebruikersnaam,"['ge', 'brui', 'kers', 'naam']",4
schurk,['schurk'],1
talibjes,"['ta', 'lib', 'jes']",3
sprayen,"['spray', 'en']",2
Latijnser,"['La', 'tijn', 'ser']",3
ter,['ter'],1
bruine rat,"['brui', 'ne', 'rat']",3
geboortereceptie,"['ge', 'boor', 'te', 're', 'cep', 'tie']",6
piepkleine,"['piep', 'klei', 'ne']",3
geschept,"['ge', 'schept']",2
vechtsporten,"['vecht', 'spor', 'ten']",3
boezemkade,"['boe', 'zem', 'ka', 'de']",4
golften,"['golf', 'ten']",2
viproom,"['vip', 'room']",2
mensjewiek,"['men', 'sje', 'wiek']",3
zindert na,"['zin', 'dert', 'na']",3
trombocytje,"['trom', 'bo', 'cyt', 'je']",4
aandachtsgeilste,"['aan', 'dachts', 'geil', 'ste']",4
bezenderd,"['be', 'zen', 'derd']",3
Indische,"['In', 'di', 'sche']",3
pavoiseren,"['pa', 'voi', 'se', 'ren']",4
kwestie,"['kwes', 'tie']",2
jeans,['jeans'],1
misbruik,"['mis', 'bruik']",2
comfortkoeling,"['com', 'fort', 'koe', 'ling']",4
nadars,"['na', 'dars']",2
Tachelhit,"['Ta', 'chel', 'hit']",3
ijsbeerwelpen,"['ijs', 'beer', 'wel', 'pen']",4
kater,"['ka', 'ter']",2
geluidsisolatie,"['ge', 'luids', 'iso', 'la', 'tie']",5
cupmaat,"['cup', 'maat']",2
klaarkomen,"['klaar', 'ko', 'men']",3
andere,"['an', 'de', 're']",3
expres,"['ex', 'pres']",2
Bulgaars,"['Bul', 'gaars']",2
haaknaalden,"['haak', 'naal', 'den']",3
erbuiten,"['er', 'bui', 'ten']",3
verschimmelden,"['ver', 'schim', 'mel', 'den']",4
verbuiging,"['ver', 'bui', 'ging']",3
doorbuigen,"['door', 'bui', 'gen']",3
correspondentie,"['cor', 'res', 'pon', 'den', 'tie']",5
tuinmuurtjes,"['tuin', 'muur', 'tjes']",3
zijsluitingen,"['zij', 'slui', 'tin', 'gen']",4
Brugge,"['Brug', 'ge']",2
afdraafde,"['af', 'draaf', 'de']",3
hoofddekseltje,"['hoofd', 'dek', 'sel', 'tje']",4
journalistjes,"['jour', 'na', 'list', 'jes']",4
S,['S'],1
subsidiair,"['sub', 'si', 'di', 'air']",4
crapuul,"['cra', 'puul']",2
suzereintjes,"['su', 'ze', 'rein', 'tjes']",4
natuurgebiedjes,"['na', 'tuur', 'ge', 'bied', 'jes']",5
bedelaresje,"['be', 'de', 'la', 'res', 'je']",5
vrijwaarden,"['vrij', 'waar', 'den']",3
kleindochtertjes,"['klein', 'doch', 'ter', 'tjes']",4
Yapees,"['Ya', 'pees']",2
betrouwbaarheidsintervallen,"['be', 'trouw', 'baar', 'heids', 'in', 'ter', 'val', 'len']",8
geproost,"['ge', 'proost']",2
gratie,"['gra', 'tie']",2
verjagen,"['ver', 'ja', 'gen']",3
luidsprekerkast,"['luid', 'spre', 'ker', 'kast']",4
langpoot,"['lang', 'poot']",2
aardappelbroodjes,"['aard', 'ap', 'pel', 'brood', 'jes']",5
aanbiddenswaardiger,"['aan', 'bid', 'dens', 'waar', 'di', 'ger']",6
kroonlijst,"['kroon', 'lijst']",2
Ceuta,"['Ceu', 'ta']",2
aardigjes,"['aar', 'dig', 'jes']",3
postcommunistischers,"['post', 'com', 'mu', 'nis', 'ti', 'schers']",6
tonstertjes,"['ton', 'ster', 'tjes']",3
geloven,"['ge', 'lo', 'ven']",3
xerofyt,"['xe', 'ro', 'fyt']",3
walsend,"['wal', 'send']",2
omdraaiingen,"['om', 'draai', 'in', 'gen']",4
contactpunt,"['con', 'tact', 'punt']",3
opgegeten,"['op', 'ge', 'ge', 'ten']",4
leegstand,"['leeg', 'stand']",2
schellinkje,"['schel', 'lin', 'kje']",3
griffen,"['grif', 'fen']",2
schimmeltjes,"['schim', 'mel', 'tjes']",3
bloedige,"['bloe', 'di', 'ge']",3
17-jarigen,"['17-ja', 'ri', 'gen']",3
benauwd,"['be', 'nauwd']",2
gezichtsmaskertjes,"['ge', 'zichts', 'mas', 'ker', 'tjes']",5
D-groot,['D-groot'],1
camerafoons,"['ca', 'me', 'ra', 'foons']",4
stadsderby,"['stads', 'der', 'by']",3
wandelstafjes,"['wan', 'del', 'staf', 'jes']",4
macro-organisme,"['ma', 'cro-or', 'ga', 'nis', 'me']",5
besturingssysteempje,"['be', 'stu', 'rings', 'sys', 'teem', 'pje']",6
poolster,"['pool', 'ster']",2
eigennaam,"['ei', 'gen', 'naam']",3
roomblankers,"['room', 'blan', 'kers']",3
martele,"['mar', 'te', 'le']",3
chloride,"['chlo', 'ri', 'de']",3
lijzeil,"['lij', 'zeil']",2
brat,['brat'],1
vreten,"['vre', 'ten']",2
kalf,['kalf'],1
zaligmakende,"['za', 'lig', 'ma', 'ken', 'de']",5
delinquente,"['de', 'lin', 'quen', 'te']",4
kokosnootje,"['ko', 'kos', 'noot', 'je']",4
Hildesheim,"['Hil', 'des', 'heim']",3
aanschreden,"['aan', 'schre', 'den']",3
piepelend,"['pie', 'pe', 'lend']",3
aanstoken,"['aan', 'sto', 'ken']",3
poolschip,"['pool', 'schip']",2
corruptiezaken,"['cor', 'rup', 'tie', 'za', 'ken']",5
dwanggedachten,"['dwang', 'ge', 'dach', 'ten']",4
kastelein,"['kas', 'te', 'lein']",3
vergissen,"['ver', 'gis', 'sen']",3
meetkundig gemiddelde,"['meet', 'kun', 'dig', 'ge', 'mid', 'del', 'de']",7
esperantist,"['es', 'pe', 'ran', 'tist']",4
overmatige seconde,"['over', 'ma', 'ti', 'ge', 'se', 'con', 'de']",7
deurwaarder,"['deur', 'waar', 'der']",3
geleuter,"['ge', 'leu', 'ter']",3
voorkookt,"['voor', 'kookt']",2
knolletjes,"['knol', 'le', 'tjes']",3
Tanzania,"['Tan', 'za', 'nia']",3
kaarten,"['kaar', 'ten']",2
omes,['omes'],1
adelatief,"['ade', 'la', 'tief']",3
miljoeneninvestering,"['mil', 'joe', 'nen', 'in', 'ves', 'te', 'ring']",7
rechtsklikken,"['rechts', 'klik', 'ken']",3
reukeloze,"['reu', 'ke', 'lo', 'ze']",4
Dzongkha,"['Dzong', 'kha']",2
incontinentieluiers,"['in', 'con', 'ti', 'nen', 'tie', 'lui', 'ers']",7
achterlijkjes,"['ach', 'ter', 'lijk', 'jes']",4
verbedden,"['ver', 'bed', 'den']",3
epistolair,"['epis', 'to', 'lair']",3
onaangekleders,"['on', 'aan', 'ge', 'kle', 'ders']",5
zweefvliegen,"['zweef', 'vlie', 'gen']",3
overgang,"['over', 'gang']",2
kolonisatie,"['ko', 'lo', 'ni', 'sa', 'tie']",5
kinderfilm,"['kin', 'der', 'film']",3
hierin,"['hier', 'in']",2
oostelijk,"['oos', 'te', 'lijk']",3
formatteren,"['for', 'mat', 'te', 'ren']",4
honger,"['hon', 'ger']",2
schijfhorens,"['schijf', 'ho', 'rens']",3
meevaller,"['mee', 'val', 'ler']",3
oppeuzelen,"['op', 'peu', 'ze', 'len']",4
teleobjectiefje,"['te', 'le', 'ob', 'jec', 'tief', 'je']",6
telegrafist,"['te', 'le', 'gra', 'fist']",4
dipper,"['dip', 'per']",2
wannabees,"['wan', 'na', 'bees']",3
onjuistheden,"['on', 'juist', 'he', 'den']",4
Trinidad en Tobago,"['Tri', 'ni', 'dad', 'en', 'To', 'ba', 'go']",7
sportster,"['sport', 'ster']",2
voornaamwoordje,"['voor', 'naam', 'woord', 'je']",4
Aboriginaltje,"['Abo', 'ri', 'gi', 'nal', 'tje']",5
octrooiraadjes,"['oc', 'trooi', 'raad', 'jes']",4
standaardwerkje,"['stan', 'daard', 'werk', 'je']",4
wasgele,"['was', 'ge', 'le']",3
hernoemend,"['her', 'noe', 'mend']",3
inademingen,"['in', 'ade', 'min', 'gen']",4
positiejurkje,"['po', 'si', 'tie', 'jurk', 'je']",5
afhaakten,"['af', 'haak', 'ten']",3
roet,['roet'],1
zetten,"['zet', 'ten']",2
klokkenluider,"['klok', 'ken', 'lui', 'der']",4
Oezbeeks,"['Oez', 'beeks']",2
bypass,"['by', 'pass']",2
graagheid,"['graag', 'heid']",2
heupwiegde,"['heup', 'wieg', 'de']",3
choanoflagellaten,"['cho', 'a', 'no', 'fla', 'gel', 'la', 'ten']",7
suiker,"['sui', 'ker']",2
verkeersregelaar,"['ver', 'keers', 're', 'ge', 'laar']",5
aasdiertje,"['aas', 'dier', 'tje']",3
e-mailend,"['e-mai', 'lend']",2
karakterologen,"['ka', 'rak', 'te', 'ro', 'lo', 'gen']",6
smeermiddel,"['smeer', 'mid', 'del']",3
duvel op,"['du', 'vel', 'op']",3
klassevol,"['klas', 'se', 'vol']",3
cold case,"['cold', 'case']",2
Golgi-systeem,"['Gol', 'gi-sys', 'teem']",3
afgehandeld,"['af', 'ge', 'han', 'deld']",4
afspoelt,"['af', 'spoelt']",2
endoniem,"['en', 'do', 'niem']",3
Bemmel,"['Bem', 'mel']",2
deurklinken,"['deur', 'klin', 'ken']",3
zeshonderd,"['zes', 'hon', 'derd']",3
ben,['ben'],1
overmand,"['over', 'mand']",2
elasticiteit,"['elas', 'ti', 'ci', 'teit']",4
algenbloei,"['al', 'gen', 'bloei']",3
overdag,"['over', 'dag']",2
Euraziatische lynx,"['Eu', 'ra', 'zi', 'a', 'ti', 'sche', 'lynx']",7
deugddoends,"['deugd', 'doends']",2
wichelen,"['wi', 'che', 'len']",3
titteltje,"['tit', 'tel', 'tje']",3
afzijdig,"['af', 'zij', 'dig']",3
bemodderdst,"['be', 'mod', 'derdst']",3
inkapselend,"['in', 'kap', 'se', 'lend']",4
behartigenswaardiger,"['be', 'har', 'ti', 'gens', 'waar', 'di', 'ger']",7
aanloopspreekuurtje,"['aan', 'loop', 'spreek', 'uur', 'tje']",5
zuurkast,"['zuur', 'kast']",2
bittervoorn,"['bit', 'ter', 'voorn']",3
triomf,"['tri', 'omf']",2
geweldsdelict,"['ge', 'welds', 'de', 'lict']",4
staking,"['sta', 'king']",2
driekamerflat,"['drie', 'ka', 'mer', 'flat']",4
blotevoetenpad,"['blo', 'te', 'voe', 'ten', 'pad']",5
besturingssysteem,"['be', 'stu', 'rings', 'sys', 'teem']",5
aartsengeltje,"['aarts', 'en', 'gel', 'tje']",4
wegversperringen,"['weg', 'ver', 'sper', 'rin', 'gen']",5
knoopcelletje,"['knoop', 'cel', 'le', 'tje']",4
voorzieningenrechters,"['voor', 'zie', 'nin', 'gen', 'rech', 'ters']",6
Bologna,"['Bo', 'log', 'na']",3
drager,"['dra', 'ger']",2
zorgpaadjes,"['zorg', 'paad', 'jes']",3
Sorbisch,"['Sor', 'bisch']",2
reek,['reek'],1
meelballetjes,"['meel', 'bal', 'le', 'tjes']",4
idylles,"['idyl', 'les']",2
verzorgingsstaat,"['ver', 'zor', 'gings', 'staat']",4
pleeboys,"['plee', 'boys']",2
schrijft op,"['schrijft', 'op']",2
beltegoeden,"['bel', 'te', 'goe', 'den']",4
12-jaarlijks,"['12-jaar', 'lijks']",2
compensatie,"['com', 'pen', 'sa', 'tie']",4
normatievers,"['nor', 'ma', 'tie', 'vers']",4
vergiste,"['ver', 'gis', 'te']",3
probleemoplossenders,"['pro', 'bleem', 'op', 'los', 'sen', 'ders']",6
zoetgevooisd,"['zoet', 'ge', 'vooisd']",3
kroegkerk,"['kroeg', 'kerk']",2
koplamp,"['kop', 'lamp']",2
initiaalwoord,"['ini', 'ti', 'aal', 'woord']",4
wegkomt,"['weg', 'komt']",2
dammetjes,"['dam', 'me', 'tjes']",3
klevers,"['kle', 'vers']",2
galbakjes,"['gal', 'bak', 'jes']",3
elektrisch licht,"['elek', 'trisch', 'licht']",3
lichtpijlen,"['licht', 'pij', 'len']",3
griezel,"['grie', 'zel']",2
pronkboon,"['pronk', 'boon']",2
kimspiegel,"['kim', 'spie', 'gel']",3
bilsel,"['bil', 'sel']",2
uitdager,"['uit', 'da', 'ger']",3
barbarisme,"['bar', 'ba', 'ris', 'me']",4
jouwer,"['jou', 'wer']",2
antwoorden,"['ant', 'woor', 'den']",3
zittenblijver,"['zit', 'ten', 'blij', 'ver']",4
verrijking,"['ver', 'rij', 'king']",3
roodvis,"['rood', 'vis']",2
openstellen,"['open', 'stel', 'len']",3
worstenbrood,"['wor', 'sten', 'brood']",3
zilverbaar,"['zil', 'ver', 'baar']",3
fijnkauwen,"['fijn', 'kau', 'wen']",3
losbare,"['los', 'ba', 're']",3
bergamot,"['ber', 'ga', 'mot']",3
afgesloten,"['af', 'ge', 'slo', 'ten']",4
berekenen door,"['be', 're', 'ke', 'nen', 'door']",5
aflaatbriefjes,"['af', 'laat', 'brief', 'jes']",4
herberg,"['her', 'berg']",2
Lotenfeest,"['Lo', 'ten', 'feest']",3
hopeloosheden,"['ho', 'pe', 'loos', 'he', 'den']",5
chauffeur,"['chauf', 'feur']",2
kruiptijm,"['kruip', 'tijm']",2
poolbeervel,"['pool', 'beer', 'vel']",3
oorbel,"['oor', 'bel']",2
hst's,"[""hst's""]",1
sestertie,"['ses', 'ter', 'tie']",3
omsleepte,"['om', 'sleep', 'te']",3
vlieg in,"['vlieg', 'in']",2
halfuur,"['half', 'uur']",2
persoonsafhankelijke,"['per', 'soons', 'af', 'han', 'ke', 'lij', 'ke']",7
heibloemetjes,"['hei', 'bloe', 'me', 'tjes']",4
logboek,"['log', 'boek']",2
deprimeert,"['de', 'pri', 'meert']",3
antisepsis,"['an', 'ti', 'sep', 'sis']",4
algemener,"['al', 'ge', 'me', 'ner']",4
legergroenste,"['le', 'ger', 'groen', 'ste']",4
geranium,"['ge', 'ra', 'ni', 'um']",4
klaplong,"['klap', 'long']",2
persoonlijkheidstypes,"['per', 'soon', 'lijk', 'heids', 'ty', 'pes']",6
entertoets,"['en', 'ter', 'toets']",3
arbeidsvoorzieningen,"['ar', 'beids', 'voor', 'zie', 'nin', 'gen']",6
clementine,"['cle', 'men', 'ti', 'ne']",4
danig,"['da', 'nig']",2
giardiaparasietje,"['gi', 'ar', 'dia', 'pa', 'ra', 'siet', 'je']",7
aangezichtspijntjes,"['aan', 'ge', 'zichts', 'pijn', 'tjes']",5
aanklikbaardere,"['aan', 'klik', 'baar', 'de', 're']",5
rarekiekjes,"['ra', 're', 'kiek', 'jes']",4
eetpiraten,"['eet', 'pi', 'ra', 'ten']",4
grimlachte,"['grim', 'lach', 'te']",3
ischias,"['is', 'chi', 'as']",3
remmen,"['rem', 'men']",2
elektrocuteer,"['elek', 'tro', 'cu', 'teer']",4
milieueducatie,"['mi', 'li', 'eu', 'edu', 'ca', 'tie']",6
kuiforopendola,"['kuif', 'o', 'ro', 'pen', 'do', 'la']",6
veelvuldig,"['veel', 'vul', 'dig']",3
werkezels,"['werk', 'ezels']",2
ooghoogtes,"['oog', 'hoog', 'tes']",3
aanschrijden,"['aan', 'schrij', 'den']",3
uitsteken,"['uit', 'ste', 'ken']",3
gezaag,"['ge', 'zaag']",2
gestadigste,"['ge', 'sta', 'dig', 'ste']",4
skald,['skald'],1
inscriptie,"['in', 'scrip', 'tie']",3
elektriciteitsrekeningetje,"['elek', 'tri', 'ci', 'teits', 're', 'ke', 'nin', 'ge', 'tje']",9
verwerkingscapaciteit,"['ver', 'wer', 'kings', 'ca', 'pa', 'ci', 'teit']",7
vogelbescherming,"['vo', 'gel', 'be', 'scher', 'ming']",5
naderbij,"['na', 'der', 'bij']",3
oproep,"['op', 'roep']",2
campylobacter,"['cam', 'py', 'lo', 'bac', 'ter']",5
werkverbanden,"['werk', 'ver', 'ban', 'den']",4
uitkopen,"['uit', 'ko', 'pen']",3
hard,['hard'],1
makreeltje,"['ma', 'kreel', 'tje']",3
zwerfkapitalist,"['zwerf', 'ka', 'pi', 'ta', 'list']",5
blauwbaard,"['blauw', 'baard']",2
kalmoes,"['kal', 'moes']",2
65+-kaartjes,"['65+-kaart', 'jes']",2
ontmoet,"['ont', 'moet']",2
canon,"['ca', 'non']",2
letternaam,"['let', 'ter', 'naam']",3
drugsverslavingen,"['drugs', 'ver', 'sla', 'vin', 'gen']",5
amandelpers,"['aman', 'del', 'pers']",3
rodium,"['ro', 'di', 'um']",3
gelokt,"['ge', 'lokt']",2
pushen,"['pu', 'shen']",2
monteur,"['mon', 'teur']",2
dieptepunt,"['diep', 'te', 'punt']",3
Oslo,"['Os', 'lo']",2
pulkte,"['pulk', 'te']",2
Lomaiviti,"['Lo', 'mai', 'vi', 'ti']",4
meervoudig,"['meer', 'vou', 'dig']",3
sjoel,['sjoel'],1
dubbelspoor,"['dub', 'bel', 'spoor']",3
ageert,['ageert'],1
vindicaties,"['vin', 'di', 'ca', 'ties']",4
aidswees,"['aids', 'wees']",2
Boedapest,"['Boe', 'da', 'pest']",3
rechtbreien,"['recht', 'brei', 'en']",3
zymurgie,"['zy', 'mur', 'gie']",3
voorbereiders,"['voor', 'be', 'rei', 'ders']",4
sneeuwbril,"['sneeuw', 'bril']",2
Tatarstan,"['Ta', 'tar', 'stan']",3
zoekmachineoptimalisaties,"['zoek', 'ma', 'chi', 'ne', 'op', 'ti', 'ma', 'li', 'sa', 'ties']",10
discrepantie,"['dis', 'cre', 'pan', 'tie']",4
rechtsbegrip,"['rechts', 'be', 'grip']",3
steltloper,"['stelt', 'lo', 'per']",3
zangberg,"['zang', 'berg']",2
hazenhart,"['ha', 'zen', 'hart']",3
broeierij,"['broei', 'e', 'rij']",3
Indische goudenregen,"['In', 'di', 'sche', 'gou', 'den', 're', 'gen']",7
bingode,"['bin', 'go', 'de']",3
koffiedrink,"['kof', 'fie', 'drink']",3
oestervisser,"['oes', 'ter', 'vis', 'ser']",4
weduwlijk,"['we', 'duw', 'lijk']",3
afschot,"['af', 'schot']",2
wandelstok,"['wan', 'del', 'stok']",3
melkstoel,"['melk', 'stoel']",2
niet-Jood,['niet-Jood'],1
kelkvelum,"['kelk', 've', 'lum']",3
complementariteit,"['com', 'ple', 'men', 'ta', 'ri', 'teit']",6
Uruguese,"['Uru', 'gue', 'se']",3
adenosinedifosfaat,"['ade', 'no', 'si', 'ne', 'di', 'fos', 'faat']",7
sneeuwschuiver,"['sneeuw', 'schui', 'ver']",3
deleten,"['de', 'le', 'ten']",3
deren,"['de', 'ren']",2
vervoersondernemingen,"['ver', 'voers', 'on', 'der', 'ne', 'min', 'gen']",7
wachtzaaltjes,"['wacht', 'zaal', 'tjes']",3
vanadium,"['va', 'na', 'di', 'um']",4
infaam,"['in', 'faam']",2
bezorgdiensten,"['be', 'zorg', 'dien', 'sten']",4
problematiek,"['pro', 'ble', 'ma', 'tiek']",4
mistella,"['mis', 'tel', 'la']",3
aarzeling,"['aar', 'ze', 'ling']",3
geldverspilling,"['geld', 'ver', 'spil', 'ling']",4
sacrosanct,"['sa', 'cro', 'sanct']",3
divergent,"['di', 'ver', 'gent']",3
mensaap,"['mens', 'aap']",2
verstrijken,"['ver', 'strij', 'ken']",3
geografie,"['geo', 'gra', 'fie']",3
opmaatje,"['op', 'maat', 'je']",3
terugnemen,"['te', 'rug', 'ne', 'men']",4
einddatums,"['eind', 'da', 'tums']",3
gemoedereerders,"['ge', 'moe', 'de', 'reer', 'ders']",5
vaargeul,"['vaar', 'geul']",2
opzienbarende,"['op', 'zien', 'ba', 'ren', 'de']",5
Madagaskar,"['Ma', 'da', 'gas', 'kar']",4
datalek,"['da', 'ta', 'lek']",3
hengel,"['hen', 'gel']",2
exegeet,"['exe', 'geet']",2
hodeldebodel,"['ho', 'del', 'de', 'bo', 'del']",5
moppig,"['mop', 'pig']",2
dorstig,"['dor', 'stig']",2
koersindex,"['koers', 'in', 'dex']",3
spierwit,"['spier', 'wit']",2
vastgepend,"['vast', 'ge', 'pend']",3
Burushaski,"['Bu', 'ru', 'shas', 'ki']",4
brochetjes,"['bro', 'che', 'tjes']",3
wankelden,"['wan', 'kel', 'den']",3
bollenman,"['bol', 'len', 'man']",3
tantaalatoompje,"['tan', 'taal', 'atoom', 'pje']",4
anijsblad,"['anijs', 'blad']",2
sederen,"['se', 'de', 'ren']",3
tinkte,"['tink', 'te']",2
arbeidersmannen,"['ar', 'bei', 'ders', 'man', 'nen']",5
wanboffen,"['wan', 'bof', 'fen']",3
ontvlammen,"['ont', 'vlam', 'men']",3
raciaal,"['ra', 'ci', 'aal']",3
