woorden,lettergrepen,aantal lettergrepen
behoudends,"['be', 'hou', 'dends']",3
leidekken,"['lei', 'dek', 'ken']",3
knopendraaier,"['kno', 'pen', 'draai', 'er']",4
films,['films'],1
atoomagentschap,"['atoom', 'agent', 'schap']",3
paradoxaalste,"['pa', 'ra', 'doxaal', 'ste']",4
sleepnetten,"['sleep', 'net', 'ten']",3
ganache,"['ga', 'na', 'che']",3
hefwieltje,"['hef', 'wiel', 'tje']",3
karavaan,"['ka', 'ra', 'vaan']",3
jump,['jump'],1
Arowaks,"['Aro', 'waks']",2
zeepost,"['zee', 'post']",2
aerograaf,"['ae', 'ro', 'graaf']",3
methode,"['me', 'tho', 'de']",3
nabijkomend,"['na', 'bij', 'ko', 'mend']",4
dewijl,"['de', 'wijl']",2
prozaromannetjes,"['pro', 'za', 'ro', 'man', 'ne', 'tjes']",6
zegelgeld,"['ze', 'gel', 'geld']",3
aliëneren,"['ali', 'ë', 'ne', 'ren']",4
denkpauzen,"['denk', 'pau', 'zen']",3
zaagblad,"['zaag', 'blad']",2
januaridag,"['ja', 'nu', 'a', 'ri', 'dag']",5
zeevaste,"['zee', 'vas', 'te']",3
watersnuffel,"['wa', 'ter', 'snuf', 'fel']",4
turnslof,"['turn', 'slof']",2
uitspoken,"['uit', 'spo', 'ken']",3
sneakertjes,"['snea', 'ker', 'tjes']",3
remuneratietjes,"['re', 'mu', 'ne', 'ra', 'tie', 'tjes']",6
bod,['bod'],1
seiner,"['sei', 'ner']",2
naderbijbrengen,"['na', 'der', 'bij', 'bren', 'gen']",5
speenvarkentje,"['speen', 'var', 'ken', 'tje']",4
Auckland,"['Auck', 'land']",2
bibliofilietje,"['bi', 'blio', 'fi', 'lie', 'tje']",5
balansproblemen,"['ba', 'lans', 'pro', 'ble', 'men']",5
kabelschoentang,"['ka', 'bel', 'schoen', 'tang']",4
porrie,"['por', 'rie']",2
verouderen,"['ver', 'ou', 'de', 'ren']",4
gevioleerde,"['ge', 'vi', 'o', 'leer', 'de']",5
donsjasjes,"['dons', 'jas', 'jes']",3
geoord,"['ge', 'oord']",2
weggegoten,"['weg', 'ge', 'go', 'ten']",4
golften,"['golf', 'ten']",2
hellends,"['hel', 'lends']",2
slam,['slam'],1
verdrumde,"['ver', 'drum', 'de']",3
wijngaardje,"['wijn', 'gaard', 'je']",3
evaporator,"['eva', 'po', 'ra', 'tor']",4
het kind met het badwater weggooien,"['het', 'kind', 'met', 'het', 'bad', 'wa', 'ter', 'weg', 'gooi', 'en']",10
lemming,"['lem', 'ming']",2
spoorrijtuigen,"['spoor', 'rij', 'tui', 'gen']",4
misbakseltje,"['mis', 'bak', 'sel', 'tje']",4
betoverends,"['be', 'to', 've', 'rends']",4
antropoloog,"['an', 'tro', 'po', 'loog']",4
hechtten,"['hecht', 'ten']",2
systeemtherapeutjes,"['sys', 'teem', 'the', 'ra', 'peut', 'jes']",6
parken,"['par', 'ken']",2
vertaaldienst,"['ver', 'taal', 'dienst']",3
boeg,['boeg'],1
BBQ-saus,"['BBQ-', 'saus']",2
gepacet,"['ge', 'pacet']",2
koran,"['ko', 'ran']",2
gezwolgen,"['ge', 'zwol', 'gen']",3
ploegde af,"['ploeg', 'de', 'af']",3
brandweerauto,"['brand', 'weer', 'au', 'to']",4
geloofservaring,"['ge', 'loofs', 'er', 'va', 'ring']",5
blaakten,"['blaak', 'ten']",2
inhouw,"['in', 'houw']",2
terugkwam,"['te', 'rug', 'kwam']",3
rijweg,"['rij', 'weg']",2
meerval,"['meer', 'val']",2
eufemisme,"['eu', 'fe', 'mis', 'me']",4
flyer,"['fly', 'er']",2
aanrijdinkje,"['aan', 'rij', 'din', 'kje']",4
werkprogramma's,"['werk', 'pro', 'gram', ""ma's""]",4
leidingwater,"['lei', 'ding', 'wa', 'ter']",4
keizersnede,"['kei', 'zer', 'sne', 'de']",4
imitatoren,"['imi', 'ta', 'to', 'ren']",4
viseerde,"['vi', 'seer', 'de']",3
strafmaat,"['straf', 'maat']",2
tweehoek,"['twee', 'hoek']",2
lamerend,"['la', 'me', 'rend']",3
nieze,"['nie', 'ze']",2
reactionair,"['re', 'ac', 'ti', 'o', 'nair']",5
gefrons,"['ge', 'frons']",2
coronadoden,"['co', 'ro', 'na', 'do', 'den']",5
ontzetting,"['ont', 'zet', 'ting']",3
ontvoering,"['ont', 'voe', 'ring']",3
groene,"['groe', 'ne']",2
ribose,"['ri', 'bo', 'se']",3
rechtswege,"['rechts', 'we', 'ge']",3
kuchen,"['ku', 'chen']",2
gevijftienen,"['ge', 'vijf', 'tie', 'nen']",4
spreekbeurt,"['spreek', 'beurt']",2
tariferend,"['ta', 'ri', 'fe', 'rend']",4
piramidespel,"['pi', 'ra', 'mi', 'de', 'spel']",5
vaal,['vaal'],1
afzoenen,"['af', 'zoe', 'nen']",3
Europarlement,"['Eu', 'ro', 'par', 'le', 'ment']",5
knoeierijen,"['knoei', 'e', 'rij', 'en']",4
tentet,"['ten', 'tet']",2
PC,['PC'],1
opvoeringen,"['op', 'voe', 'rin', 'gen']",4
strategischer,"['stra', 'te', 'gi', 'scher']",4
mentaliteit,"['men', 'ta', 'li', 'teit']",4
Arbobesluit,"['Ar', 'bo', 'be', 'sluit']",4
langswippertjes,"['langs', 'wip', 'per', 'tjes']",4
gemêleerds,"['ge', 'mê', 'leerds']",3
crediteert,"['cre', 'di', 'teert']",3
stukslaand,"['stuk', 'slaand']",2
spatte,"['spat', 'te']",2
zandloperfiguur,"['zand', 'lo', 'per', 'fi', 'guur']",5
trotskistisch,"['trots', 'kis', 'tisch']",3
Frans-Zwitserst,"['Frans-Zwit', 'serst']",2
jungle,"['jun', 'gle']",2
bloktijd,"['blok', 'tijd']",2
energiepluswoningen,"['ener', 'gie', 'plus', 'wo', 'nin', 'gen']",6
magneetschooltjes,"['mag', 'neet', 'school', 'tjes']",4
oversteekjes,"['over', 'steek', 'jes']",3
vuurwerkbrandje,"['vuur', 'werk', 'brand', 'je']",4
coltruitjes,"['col', 'trui', 'tjes']",3
hoofdlettergevoeligheid,"['hoofd', 'let', 'ter', 'ge', 'voe', 'lig', 'heid']",7
inlichtingendienst,"['in', 'lich', 'tin', 'gen', 'dienst']",5
jubelfeest,"['ju', 'bel', 'feest']",3
Europa,"['Eu', 'ro', 'pa']",3
containerpark,"['con', 'tai', 'ner', 'park']",4
cruisen,"['crui', 'sen']",2
verwarring,"['ver', 'war', 'ring']",3
natsprietsend,"['nat', 'spriet', 'send']",3
aardgasvrij,"['aard', 'gas', 'vrij']",3
zet koffie,"['zet', 'kof', 'fie']",3
Corsica,"['Cor', 'si', 'ca']",3
straal,['straal'],1
doorgrond,"['door', 'grond']",2
slaapproblemen,"['slaap', 'pro', 'ble', 'men']",4
eetlepel,"['eet', 'le', 'pel']",3
druil,['druil'],1
vaginaal,"['va', 'gi', 'naal']",3
metallisaties,"['me', 'tal', 'li', 'sa', 'ties']",5
theeceremonie,"['thee', 'ce', 're', 'mo', 'nie']",5
overweg,"['over', 'weg']",2
diagnosticeren,"['di', 'ag', 'nos', 'ti', 'ce', 'ren']",6
selandien,"['se', 'lan', 'dien']",3
oorbiecht,"['oor', 'biecht']",2
daarheen,"['daar', 'heen']",2
donkergrijs,"['don', 'ker', 'grijs']",3
ununbium,"['unun', 'bi', 'um']",3
Hoggar,"['Hog', 'gar']",2
Caribische,"['Ca', 'ri', 'bi', 'sche']",4
corporatief,"['cor', 'po', 'ra', 'tief']",4
zweefzadel,"['zweef', 'za', 'del']",3
zwemband,"['zwem', 'band']",2
ferrosilicium,"['fer', 'ro', 'si', 'li', 'ci', 'um']",6
gevonkt,"['ge', 'vonkt']",2
rechterwang,"['rech', 'ter', 'wang']",3
hoplieden,"['hop', 'lie', 'den']",3
06-nummers,"['06-num', 'mers']",2
doorspoelde,"['door', 'spoel', 'de']",3
aardlekschakelaar,"['aard', 'lek', 'scha', 'ke', 'laar']",5
woordenboeken,"['woor', 'den', 'boe', 'ken']",4
zesdeklasser,"['zes', 'de', 'klas', 'ser']",4
interpreet,"['in', 'ter', 'preet']",3
menseneters,"['men', 'sen', 'eters']",3
Ertveldenaar,"['Ert', 'vel', 'de', 'naar']",4
activisme,"['ac', 'ti', 'vis', 'me']",4
vakere,"['va', 'ke', 're']",3
erwtenschieter,"['erw', 'ten', 'schie', 'ter']",4
antropologie,"['an', 'tro', 'po', 'lo', 'gie']",5
zandlopers,"['zand', 'lo', 'pers']",3
reparateur,"['re', 'pa', 'ra', 'teur']",4
zinkbakken,"['zink', 'bak', 'ken']",3
beterweter,"['be', 'ter', 'we', 'ter']",4
fotoshopte,"['fo', 'to', 'shop', 'te']",4
corbillards,"['cor', 'bil', 'lards']",3
Wikiquote,"['Wi', 'ki', 'quote']",3
standpunt,"['stand', 'punt']",2
kustbatterij,"['kust', 'bat', 'te', 'rij']",4
matigs,"['ma', 'tigs']",2
gebankierd,"['ge', 'ban', 'kierd']",3
versjouwd,"['ver', 'sjouwd']",2
opleukend,"['op', 'leu', 'kend']",3
palingsound,"['pa', 'ling', 'sound']",3
bovenkaak,"['bo', 'ven', 'kaak']",3
soukous,"['sou', 'kous']",2
Frans-Zwitsersers,"['Frans-Zwit', 'ser', 'sers']",3
identiteits-chipjes,"['iden', 'ti', 'teits-chip', 'jes']",4
honderdzevenennegentigjarige,"['hon', 'derd', 'ze', 'ven', 'en', 'ne', 'gen', 'tig', 'ja', 'ri', 'ge']",11
kribben,"['krib', 'ben']",2
vee,['vee'],1
comprimés,"['com', 'pri', 'més']",3
azapropazon,"['aza', 'propa', 'zon']",3
kappertje,"['kap', 'per', 'tje']",3
gasverslaving,"['gas', 'ver', 'sla', 'ving']",4
collaboratrice,"['col', 'la', 'bo', 'ra', 'tri', 'ce']",6
audioversterker,"['au', 'dio', 'ver', 'ster', 'ker']",5
bibliomaan,"['bi', 'blio', 'maan']",3
seks,['seks'],1
anatoom,"['ana', 'toom']",2
geve door,"['ge', 've', 'door']",3
arbeidsdeskundigs,"['ar', 'beids', 'des', 'kun', 'digs']",5
glanzers,"['glan', 'zers']",2
afvingen,"['af', 'vin', 'gen']",3
visvangst,"['vis', 'vangst']",2
optimalisering,"['op', 'ti', 'ma', 'li', 'se', 'ring']",6
aanhangige,"['aan', 'han', 'gi', 'ge']",4
jihad,"['ji', 'had']",2
enig,['enig'],1
analysere,"['ana', 'ly', 'se', 're']",4
waarnaast,"['waar', 'naast']",2
luxehotels,"['luxe', 'ho', 'tels']",3
ontfermt,"['ont', 'fermt']",2
Haïtiaanste,"['Ha', 'ï', 'ti', 'aans', 'te']",5
berghoogte,"['berg', 'hoog', 'te']",3
gebeur,"['ge', 'beur']",2
zweefvliegtuigje,"['zweef', 'vlieg', 'tuig', 'je']",4
mamilletje,"['ma', 'mil', 'le', 'tje']",4
fep,['fep'],1
postelein,"['pos', 'te', 'lein']",3
radiatie,"['ra', 'di', 'a', 'tie']",4
tandartsbezoek,"['tand', 'arts', 'be', 'zoek']",4
heupkoppen,"['heup', 'kop', 'pen']",3
parametrische,"['pa', 'ra', 'me', 'tri', 'sche']",5
overbuigen,"['over', 'bui', 'gen']",3
bètawetenschap,"['bè', 'ta', 'we', 'ten', 'schap']",5
spirit,"['spi', 'rit']",2
highbrow,"['high', 'brow']",2
NSA,['NSA'],1
afstraffen,"['af', 'straf', 'fen']",3
koolzaadgeel,"['kool', 'zaad', 'geel']",3
Vloerbeek,"['Vloer', 'beek']",2
agnostici,"['ag', 'nos', 'ti', 'ci']",4
zwanenschacht,"['zwa', 'nen', 'schacht']",3
zulks,['zulks'],1
autosleuteltjes,"['au', 'to', 'sleu', 'tel', 'tjes']",5
janhen,"['jan', 'hen']",2
kamertemperatuur,"['ka', 'mer', 'tem', 'pe', 'ra', 'tuur']",6
propyleen,"['pro', 'py', 'leen']",3
kolonies,"['ko', 'lo', 'nies']",3
taalverarming,"['taal', 'ver', 'ar', 'ming']",4
hazenleger,"['ha', 'zen', 'le', 'ger']",4
vertrouwd,"['ver', 'trouwd']",2
Gis,['Gis'],1
kuitbeen,"['kuit', 'been']",2
fisis,['fisis'],1
kopvoddentax,"['kop', 'vod', 'den', 'tax']",4
invloedrijk,"['in', 'vloed', 'rijk']",3
onderga,"['on', 'der', 'ga']",3
plucheplakker,"['plu', 'che', 'plak', 'ker']",4
cautie,"['cau', 'tie']",2
gader,"['ga', 'der']",2
dakplaat,"['dak', 'plaat']",2
waterpunt,"['wa', 'ter', 'punt']",3
dolblij,"['dol', 'blij']",2
gebruikersvriendelijkers,"['ge', 'brui', 'kers', 'vrien', 'de', 'lij', 'kers']",7
invallen,"['in', 'val', 'len']",3
ETCS,['ETCS'],1
Ninove,"['Ni', 'no', 've']",3
werkloost,"['werk', 'loost']",2
vleieren,"['vlei', 'e', 'ren']",3
bobbeltjes,"['bob', 'bel', 'tjes']",3
zevenhonderd,"['ze', 'ven', 'hon', 'derd']",4
medoc,"['me', 'doc']",2
topless,"['top', 'less']",2
gepolst,"['ge', 'polst']",2
student,"['stu', 'dent']",2
probleemoplossendere,"['pro', 'bleem', 'op', 'los', 'sen', 'de', 're']",7
Cis-groot,['Cis-groot'],1
afgrond,"['af', 'grond']",2
foeteren,"['foe', 'te', 'ren']",3
rechtdoor,"['recht', 'door']",2
onderhavig,"['on', 'der', 'ha', 'vig']",4
vergrotende trap,"['ver', 'gro', 'ten', 'de', 'trap']",5
amplificatie,"['am', 'pli', 'fi', 'ca', 'tie']",5
enthousiast,"['en', 'thou', 'si', 'ast']",4
plegen,"['ple', 'gen']",2
gekkerd,"['gek', 'kerd']",2
conspireerde,"['con', 'spi', 'reer', 'de']",4
kassier,"['kas', 'sier']",2
apies,['apies'],1
spelboekje,"['spel', 'boek', 'je']",3
overhoopgegooid,"['over', 'hoop', 'ge', 'gooid']",4
inmaken,"['in', 'ma', 'ken']",3
rangeje,"['range', 'je']",2
mijnheer,"['mijn', 'heer']",2
zwaardwalvisjes,"['zwaard', 'wal', 'vis', 'jes']",4
rabarber,"['ra', 'bar', 'ber']",3
Italiaan,"['Ita', 'li', 'aan']",3
huik,['huik'],1
verzwakken,"['ver', 'zwak', 'ken']",3
verveeldst,"['ver', 'veeldst']",2
kabelbanen,"['ka', 'bel', 'ba', 'nen']",4
verwerpen,"['ver', 'wer', 'pen']",3
samenvatting,"['sa', 'men', 'vat', 'ting']",4
binnenweg,"['bin', 'nen', 'weg']",3
herontginnen,"['her', 'ont', 'gin', 'nen']",4
aanhangseltjes,"['aan', 'hang', 'sel', 'tjes']",4
hopland,"['hop', 'land']",2
kerstochtend,"['kerst', 'och', 'tend']",3
aardbeving,"['aard', 'be', 'ving']",3
gedozerd,"['ge', 'do', 'zerd']",3
wenkbrauwpotlood,"['wenk', 'brauw', 'pot', 'lood']",4
huur,['huur'],1
D-trein,['D-trein'],1
kwadrerend,"['kwa', 'dre', 'rend']",3
nobelium,"['no', 'be', 'li', 'um']",4
koolraap,"['kool', 'raap']",2
wereldreizen,"['we', 'reld', 'rei', 'zen']",4
consecratie,"['con', 'se', 'cra', 'tie']",4
tweekleppig,"['twee', 'klep', 'pig']",3
profielwerkstuk,"['pro', 'fiel', 'werk', 'stuk']",4
evangelische,"['evan', 'ge', 'li', 'sche']",4
hellendere,"['hel', 'len', 'de', 're']",4
onbetrouwbaar,"['on', 'be', 'trouw', 'baar']",4
laathoven,"['laat', 'ho', 'ven']",3
tegenstribbelen,"['te', 'gen', 'strib', 'be', 'len']",5
ongebuilds,"['on', 'ge', 'builds']",3
dijkbestuur,"['dijk', 'be', 'stuur']",3
cricketers,"['cric', 'ke', 'ters']",3
speeljongen,"['speel', 'jon', 'gen']",3
gedreuteld,"['ge', 'dreu', 'teld']",3
roerhaak,"['roer', 'haak']",2
afranseling,"['af', 'ran', 'se', 'ling']",4
chiquers,"['chi', 'quers']",2
spreeklesje,"['spreek', 'les', 'je']",3
azimut,"['azi', 'mut']",2
kammer,"['kam', 'mer']",2
knapperen,"['knap', 'pe', 'ren']",3
Tsjoevasjisch,"['Tsjoe', 'va', 'sjisch']",3
wikiaan,"['wi', 'ki', 'aan']",3
kloon,['kloon'],1
verfrommelen,"['ver', 'from', 'me', 'len']",4
wroeging,"['wroe', 'ging']",2
persagentschap,"['pers', 'agent', 'schap']",3
moordlusten,"['moord', 'lus', 'ten']",3
carnavalsgebak,"['car', 'na', 'vals', 'ge', 'bak']",5
bestuursrecht,"['be', 'stuurs', 'recht']",3
babyberen,"['ba', 'by', 'be', 'ren']",4
deca-,"['de', 'ca-']",2
catarraals,"['ca', 'tar', 'raals']",3
cosyer,"['co', 'sy', 'er']",3
condensortje,"['con', 'den', 'sor', 'tje']",4
operationele versterker,"['ope', 'ra', 'ti', 'o', 'ne', 'le', 'ver', 'ster', 'ker']",9
meieren,"['mei', 'e', 'ren']",3
uiensoepje,"['ui', 'en', 'soep', 'je']",4
ruimtegroep,"['ruim', 'te', 'groep']",3
doodrijden,"['dood', 'rij', 'den']",3
kinderbedtijd,"['kin', 'der', 'bed', 'tijd']",4
taalteken,"['taal', 'te', 'ken']",3
newspeak,"['new', 'speak']",2
heugelijker,"['heu', 'ge', 'lij', 'ker']",4
poste,"['pos', 'te']",2
sleg,['sleg'],1
overbekende,"['over', 'be', 'ken', 'de']",4
kankernicht,"['kan', 'ker', 'nicht']",3
melkdieetje,"['melk', 'di', 'eet', 'je']",4
verongelijkend,"['ver', 'on', 'ge', 'lij', 'kend']",5
getuig,"['ge', 'tuig']",2
aardschollen,"['aard', 'schol', 'len']",3
Messiaans,"['Mes', 'si', 'aans']",3
spetterpoep,"['spet', 'ter', 'poep']",3
vervloeken,"['ver', 'vloe', 'ken']",3
logboeken,"['log', 'boe', 'ken']",3
ballads,"['bal', 'lads']",2
lauw,['lauw'],1
fonceer,"['fon', 'ceer']",2
schroodbeitel,"['schrood', 'bei', 'tel']",3
dichtbijgelegen,"['dicht', 'bij', 'ge', 'le', 'gen']",5
audiobericht,"['au', 'dio', 'be', 'richt']",4
volbrengen,"['vol', 'bren', 'gen']",3
doodwerkend,"['dood', 'wer', 'kend']",3
janlullen,"['jan', 'lul', 'len']",3
bibliofiel,"['bi', 'blio', 'fiel']",3
afzender,"['af', 'zen', 'der']",3
flodderbroek,"['flod', 'der', 'broek']",3
verassing,"['ver', 'as', 'sing']",3
snijdbaarder,"['snijd', 'baar', 'der']",3
werkverband,"['werk', 'ver', 'band']",3
Franse vioolsleutel,"['Fran', 'se', 'vi', 'ool', 'sleu', 'tel']",6
verfrissend,"['ver', 'fris', 'send']",3
empirisch recht,"['em', 'pi', 'risch', 'recht']",4
borreliabacterie,"['bor', 're', 'lia', 'bac', 'te', 'rie']",6
induiken,"['in', 'dui', 'ken']",3
eerste persoon,"['eer', 'ste', 'per', 'soon']",4
aansporinkjes,"['aan', 'spo', 'rin', 'kjes']",4
zeuntje,"['zeun', 'tje']",2
polymetriek,"['po', 'ly', 'me', 'triek']",4
klasbak,"['klas', 'bak']",2
gedragsregels,"['ge', 'drags', 're', 'gels']",4
naaf,['naaf'],1
sneeuwpop,"['sneeuw', 'pop']",2
regelvrij,"['re', 'gel', 'vrij']",3
zeegaand,"['zee', 'gaand']",2
rijdend,"['rij', 'dend']",2
werkelijkheid,"['wer', 'ke', 'lijk', 'heid']",4
loonheffing,"['loon', 'hef', 'fing']",3
scharrelvarkentjes,"['schar', 'rel', 'var', 'ken', 'tjes']",5
16-metergebiedje,"['16-me', 'ter', 'ge', 'bied', 'je']",5
treurdichter,"['treur', 'dich', 'ter']",3
precedentie,"['pre', 'ce', 'den', 'tie']",4
luchtcellen,"['lucht', 'cel', 'len']",3
heerszuchtigs,"['heers', 'zuch', 'tigs']",3
schinkel,"['schin', 'kel']",2
bakt vast,"['bakt', 'vast']",2
Arabiertjes,"['Ara', 'bier', 'tjes']",3
inauguratietje,"['in', 'au', 'gu', 'ra', 'tie', 'tje']",6
naadloos,"['naad', 'loos']",2
paradigma,"['pa', 'ra', 'dig', 'ma']",4
bestuursvoorzitter,"['be', 'stuurs', 'voor', 'zit', 'ter']",5
intuigen,"['in', 'tui', 'gen']",3
sollicitatieclub,"['sol', 'li', 'ci', 'ta', 'tie', 'club']",6
kiwi's,"['ki', ""wi's""]",2
rabbinaal,"['rab', 'bi', 'naal']",3
prullenbak,"['prul', 'len', 'bak']",3
lomigste,"['lo', 'mig', 'ste']",3
nalaast,"['na', 'laast']",2
deux-piècesje,"['deux-pi', 'è', 'ces', 'je']",4
filibusterde,"['fi', 'li', 'bus', 'ter', 'de']",5
krimptang,"['krimp', 'tang']",2
afwasautomaat,"['af', 'was', 'au', 'to', 'maat']",5
verwaterdere,"['ver', 'wa', 'ter', 'de', 're']",5
rijsttafel,"['rijst', 'ta', 'fel']",3
verfspullen,"['verf', 'spul', 'len']",3
hooggebergte,"['hoog', 'ge', 'berg', 'te']",4
Tugun,"['Tu', 'gun']",2
plomp,['plomp'],1
vuurlakken,"['vuur', 'lak', 'ken']",3
haaietand,"['haai', 'e', 'tand']",3
kroket,"['kro', 'ket']",2
toentertijd,"['toen', 'ter', 'tijd']",3
brassière,"['bras', 'si', 'è', 're']",4
weldorpel,"['wel', 'dor', 'pel']",3
non-binair,"['non-bi', 'nair']",2
natuurwandelingen,"['na', 'tuur', 'wan', 'de', 'lin', 'gen']",6
vleugelnoot,"['vleu', 'gel', 'noot']",3
statenbijbeltjes,"['sta', 'ten', 'bij', 'bel', 'tjes']",5
bajo quinto,"['ba', 'jo', 'quin', 'to']",4
fanaaltjes,"['fa', 'naal', 'tjes']",3
wiegendoden,"['wie', 'gen', 'do', 'den']",4
zwartrijd,"['zwart', 'rijd']",2
rijksregister,"['rijks', 're', 'gis', 'ter']",4
ingetogenste,"['in', 'ge', 'to', 'gen', 'ste']",5
fonologie,"['fo', 'no', 'lo', 'gie']",4
beril,"['be', 'ril']",2
neven,"['ne', 'ven']",2
peda,"['pe', 'da']",2
Eerste Kamerlid,"['Eer', 'ste', 'Ka', 'mer', 'lid']",5
overgankelijk werkwoord,"['over', 'gan', 'ke', 'lijk', 'werk', 'woord']",6
gescheurd,"['ge', 'scheurd']",2
hengel,"['hen', 'gel']",2
kun,['kun'],1
krantenmannetjes,"['kran', 'ten', 'man', 'ne', 'tjes']",5
tenderen,"['ten', 'de', 'ren']",3
gis,['gis'],1
correspondentie,"['cor', 'res', 'pon', 'den', 'tie']",5
abri,['abri'],1
tussendorpel,"['tus', 'sen', 'dor', 'pel']",4
maté,"['ma', 'té']",2
Laplanders,"['Lap', 'lan', 'ders']",3
sloegt stuk,"['sloegt', 'stuk']",2
gezinsvakantie,"['ge', 'zins', 'va', 'kan', 'tie']",5
uitspinnen,"['uit', 'spin', 'nen']",3
Verenigde Staten van Amerika,"['Ver', 'enig', 'de', 'Sta', 'ten', 'van', 'Am', 'eri', 'ka']",9
steriliseren,"['ste', 'ri', 'li', 'se', 'ren']",5
WSW'er,"[""WSW'er""]",1
concubine,"['con', 'cu', 'bi', 'ne']",4
vliegbasis,"['vlieg', 'ba', 'sis']",3
zuil,['zuil'],1
eigenheidjes,"['ei', 'gen', 'heid', 'jes']",4
ganzenmarsen,"['gan', 'zen', 'mar', 'sen']",4
actinide,"['ac', 'ti', 'ni', 'de']",4
contingent,"['con', 'tin', 'gent']",3
hoofdsteden,"['hoofd', 'ste', 'den']",3
poortjesspringertjes,"['poort', 'jes', 'sprin', 'ger', 'tjes']",5
lucht,['lucht'],1
basilicum,"['ba', 'si', 'li', 'cum']",4
wijsneus,"['wijs', 'neus']",2
riskeren,"['ris', 'ke', 'ren']",3
hartinfarct,"['hart', 'in', 'farct']",3
certificering,"['cer', 'ti', 'fi', 'ce', 'ring']",5
bigbangtheorie,"['big', 'bang', 'the', 'o', 'rie']",5
daarnet,"['daar', 'net']",2
Venetië,"['Ve', 'ne', 'tië']",3
cardiologen,"['car', 'dio', 'lo', 'gen']",4
angorawol,"['an', 'go', 'ra', 'wol']",4
deterioratie,"['de', 'te', 'ri', 'o', 'ra', 'tie']",6
automorfisme,"['au', 'to', 'mor', 'fis', 'me']",5
aanzetjes,"['aan', 'zet', 'jes']",3
jouzelf,"['jou', 'zelf']",2
traadt toe,"['traadt', 'toe']",2
pipetteerde,"['pi', 'pet', 'teer', 'de']",4
elisie,"['eli', 'sie']",2
verzoend,"['ver', 'zoend']",2
vaartuig,"['vaar', 'tuig']",2
v.a.,['v.a.'],1
onaangenamer,"['on', 'aan', 'ge', 'na', 'mer']",5
gefloten,"['ge', 'flo', 'ten']",3
tennisspeler,"['ten', 'nis', 'spe', 'ler']",4
geloosd,"['ge', 'loosd']",2
futuristische,"['fu', 'tu', 'ris', 'ti', 'sche']",5
helikopter,"['he', 'li', 'kop', 'ter']",4
neut,['neut'],1
coldcaseteam,"['cold', 'case', 'team']",3
rondhout,"['rond', 'hout']",2
casus,"['ca', 'sus']",2
Hindoestaanste,"['Hin', 'doe', 'staans', 'te']",4
Tsjecho-Slowakije,"['Tsje', 'cho-Slo', 'wa', 'kije']",4
ontfermend,"['ont', 'fer', 'mend']",3
jubilaris,"['ju', 'bi', 'la', 'ris']",4
SI-prefixen,"['SI-pre', 'fixen']",2
sociaaldemocraat,"['so', 'ci', 'aal', 'de', 'mo', 'craat']",6
appelbanaan,"['ap', 'pel', 'ba', 'naan']",4
windjekker,"['wind', 'jek', 'ker']",3
waterkerinkje,"['wa', 'ter', 'ke', 'rin', 'kje']",5
-t,['-t'],1
kennismaken,"['ken', 'nis', 'ma', 'ken']",4
emanaties,"['ema', 'na', 'ties']",3
hemoptoë,"['he', 'mop', 'toë']",3
begrotelijker,"['be', 'gro', 'te', 'lij', 'ker']",5
groenig,"['groe', 'nig']",2
bodemloos,"['bo', 'dem', 'loos']",3
Dirk,['Dirk'],1
kudde,"['kud', 'de']",2
dooiermos,"['dooi', 'er', 'mos']",3
verschieten,"['ver', 'schie', 'ten']",3
hitlijst,"['hit', 'lijst']",2
kierstandhouder,"['kier', 'stand', 'hou', 'der']",4
collega-hoogleraar,"['col', 'le', 'ga-hoog', 'le', 'raar']",5
sonnetje,"['son', 'net', 'je']",3
afdragers,"['af', 'dra', 'gers']",3
steuntrekkers,"['steun', 'trek', 'kers']",3
rijkelijk,"['rij', 'ke', 'lijk']",3
coronatrackingapp,"['co', 'ro', 'na', 'trac', 'king', 'app']",6
doorgedachte,"['door', 'ge', 'dach', 'te']",4
aanslagen,"['aan', 'sla', 'gen']",3
zonderling,"['zon', 'der', 'ling']",3
tongvarentje,"['tong', 'va', 'ren', 'tje']",4
averechtser,"['ave', 'recht', 'ser']",3
bankieren,"['ban', 'kie', 'ren']",3
arbeidsmigrant,"['ar', 'beids', 'mi', 'grant']",4
kosmonaut,"['kos', 'mo', 'naut']",3
zmlk-school,['zmlk-school'],1
bergrugje,"['berg', 'rug', 'je']",3
massavernietigingswapens,"['mas', 'sa', 'ver', 'nie', 'ti', 'gings', 'wa', 'pens']",8
negenhonderdste,"['ne', 'gen', 'hon', 'derd', 'ste']",5
figuurlijk,"['fi', 'guur', 'lijk']",3
abdijcomplex,"['ab', 'dij', 'com', 'plex']",4
mbo,['mbo'],1
aanklikken,"['aan', 'klik', 'ken']",3
teeuw,['teeuw'],1
Slavische,"['Sla', 'vi', 'sche']",3
anti,"['an', 'ti']",2
meenam,"['mee', 'nam']",2
eenheidsstaat,"['een', 'heids', 'staat']",3
landinwaartse,"['land', 'in', 'waart', 'se']",4
basketbalschoen,"['bas', 'ket', 'bal', 'schoen']",4
zwartjes,"['zwart', 'jes']",2
aardplaatje,"['aard', 'plaat', 'je']",3
G-groot,['G-groot'],1
gemeenteverordeningen,"['ge', 'meen', 'te', 'ver', 'or', 'de', 'nin', 'gen']",8
netvlies,"['net', 'vlies']",2
afmelden,"['af', 'mel', 'den']",3
